Temperature (K)	Pressure (psia)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (F/psia)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
118.69	300.00	413.91	0.0024160	0.35856	0.43873	3.1548	32.576	56.303	1287.1	-0.0048874	102.73	0.17627	liquid
119.69	300.00	412.42	0.0024247	0.41464	0.49510	3.6277	32.507	56.432	1277.1	-0.0048258	100.61	0.17487	liquid
120.69	300.00	410.91	0.0024336	0.47084	0.55160	4.0977	32.439	56.566	1267.0	-0.0047622	98.550	0.17346	liquid
121.69	300.00	409.39	0.0024426	0.52718	0.60823	4.5651	32.371	56.703	1256.8	-0.0046964	96.552	0.17205	liquid
122.69	300.00	407.87	0.0024518	0.58365	0.66500	5.0297	32.304	56.846	1246.6	-0.0046284	94.612	0.17063	liquid
123.69	300.00	406.33	0.0024611	0.64026	0.72192	5.4917	32.237	56.992	1236.4	-0.0045582	92.728	0.16922	liquid
124.69	300.00	404.78	0.0024705	0.69701	0.77899	5.9512	32.171	57.144	1226.1	-0.0044855	90.898	0.16780	liquid
125.69	300.00	403.22	0.0024800	0.75392	0.83621	6.4083	32.106	57.300	1215.7	-0.0044103	89.118	0.16638	liquid
126.69	300.00	401.65	0.0024898	0.81097	0.89359	6.8630	32.042	57.462	1205.3	-0.0043324	87.386	0.16496	liquid
127.69	300.00	400.06	0.0024996	0.86819	0.95114	7.3154	31.978	57.630	1194.9	-0.0042518	85.701	0.16354	liquid
128.69	300.00	398.46	0.0025096	0.92558	1.0089	7.7656	31.915	57.803	1184.4	-0.0041683	84.060	0.16212	liquid
129.69	300.00	396.86	0.0025198	0.98313	1.0667	8.2137	31.853	57.982	1173.8	-0.0040817	82.462	0.16069	liquid
130.69	300.00	395.23	0.0025302	1.0409	1.1248	8.6598	31.791	58.169	1163.2	-0.0039920	80.904	0.15927	liquid
131.69	300.00	393.59	0.0025407	1.0988	1.1831	9.1039	31.731	58.362	1152.6	-0.0038989	79.384	0.15784	liquid
132.69	300.00	391.94	0.0025514	1.1569	1.2415	9.5461	31.671	58.562	1141.8	-0.0038023	77.902	0.15641	liquid
133.69	300.00	390.28	0.0025623	1.2152	1.3002	9.9866	31.612	58.770	1131.0	-0.0037020	76.455	0.15498	liquid
134.69	300.00	388.59	0.0025734	1.2737	1.3591	10.425	31.554	58.986	1120.1	-0.0035978	75.042	0.15355	liquid
135.69	300.00	386.90	0.0025847	1.3324	1.4182	10.862	31.496	59.211	1109.2	-0.0034895	73.662	0.15211	liquid
136.69	300.00	385.18	0.0025962	1.3914	1.4775	11.298	31.440	59.445	1098.2	-0.0033769	72.312	0.15068	liquid
137.69	300.00	383.45	0.0026079	1.4505	1.5371	11.732	31.385	59.689	1087.1	-0.0032598	70.992	0.14924	liquid
138.69	300.00	381.70	0.0026199	1.5100	1.5969	12.165	31.330	59.943	1075.9	-0.0031378	69.701	0.14781	liquid
139.69	300.00	379.93	0.0026321	1.5696	1.6570	12.597	31.277	60.208	1064.7	-0.0030108	68.437	0.14637	liquid
140.69	300.00	378.14	0.0026445	1.6296	1.7173	13.027	31.225	60.485	1053.3	-0.0028784	67.199	0.14493	liquid
141.69	300.00	376.33	0.0026572	1.6898	1.7779	13.457	31.174	60.775	1041.9	-0.0027402	65.985	0.14348	liquid
142.69	300.00	374.50	0.0026702	1.7503	1.8389	13.885	31.124	61.078	1030.4	-0.0025960	64.796	0.14204	liquid
143.69	300.00	372.65	0.0026835	1.8111	1.9001	14.313	31.075	61.395	1018.8	-0.0024453	63.628	0.14059	liquid
144.69	300.00	370.77	0.0026971	1.8722	1.9617	14.740	31.028	61.727	1007.0	-0.0022878	62.483	0.13914	liquid
145.69	300.00	368.87	0.0027110	1.9336	2.0236	15.166	30.981	62.076	995.20	-0.0021230	61.358	0.13769	liquid
146.69	300.00	366.94	0.0027252	1.9954	2.0858	15.592	30.937	62.443	983.25	-0.0019504	60.252	0.13623	liquid
147.69	300.00	364.99	0.0027398	2.0575	2.1485	16.017	30.893	62.829	971.19	-0.0017694	59.165	0.13477	liquid
148.69	300.00	363.01	0.0027548	2.1201	2.2115	16.443	30.852	63.236	958.99	-0.0015795	58.096	0.13331	liquid
149.69	300.00	361.00	0.0027701	2.1830	2.2749	16.868	30.811	63.665	946.67	-0.0013799	57.043	0.13184	liquid
150.69	300.00	358.95	0.0027859	2.2464	2.3388	17.293	30.773	64.118	934.21	-0.0011701	56.006	0.13037	liquid
151.69	300.00	356.88	0.0028021	2.3102	2.4032	17.719	30.737	64.598	921.59	-0.00094908	54.984	0.12890	liquid
152.69	300.00	354.76	0.0028188	2.3745	2.4680	18.145	30.702	65.107	908.82	-0.00071605	53.976	0.12741	liquid
153.69	300.00	352.61	0.0028360	2.4393	2.5334	18.572	30.669	65.648	895.89	-0.00046999	52.980	0.12593	liquid
154.69	300.00	350.42	0.0028537	2.5046	2.5993	18.999	30.639	66.224	882.77	-0.00020977	51.997	0.12443	liquid
155.69	300.00	348.19	0.0028720	2.5706	2.6659	19.428	30.611	66.838	869.46	6.5873e-05	51.025	0.12293	liquid
156.69	300.00	345.92	0.0028909	2.6371	2.7330	19.858	30.586	67.495	855.96	0.00035838	50.063	0.12142	liquid
157.69	300.00	343.59	0.0029104	2.7043	2.8009	20.290	30.564	68.200	842.23	0.00066938	49.110	0.11990	liquid
158.69	300.00	341.21	0.0029307	2.7722	2.8694	20.723	30.544	68.959	828.27	0.0010007	48.165	0.11837	liquid
159.69	300.00	338.78	0.0029518	2.8409	2.9388	21.159	30.528	69.777	814.05	0.0013546	47.227	0.11683	liquid
160.69	300.00	336.29	0.0029736	2.9103	3.0090	21.597	30.516	70.663	799.56	0.0017335	46.295	0.11527	liquid
161.69	300.00	333.73	0.0029965	2.9807	3.0802	22.038	30.508	71.627	784.77	0.0021402	45.368	0.11370	liquid
162.69	300.00	331.10	0.0030203	3.0521	3.1523	22.483	30.504	72.680	769.65	0.0025783	44.443	0.11212	liquid
163.69	300.00	328.39	0.0030452	3.1245	3.2256	22.932	30.506	73.836	754.17	0.0030518	43.521	0.11051	liquid
164.69	300.00	325.59	0.0030713	3.1981	3.3000	23.386	30.513	75.113	738.29	0.0035655	42.599	0.10889	liquid
165.69	300.00	322.70	0.0030989	3.2730	3.3758	23.844	30.528	76.532	721.96	0.0041253	41.675	0.10725	liquid
166.69	300.00	319.70	0.0031280	3.3493	3.4531	24.310	30.550	78.121	705.13	0.0047386	40.748	0.10557	liquid
166.77	300.00	319.46	0.0031303	3.3553	3.4592	24.346	30.552	78.251	703.81	0.0047883	40.677	0.10544	liquid
166.77	300.00	33.923	0.029479	7.9153	8.8935	56.931	30.728	64.551	279.12	0.18903	7.3723	0.023958	vapor
167.69	300.00	33.364	0.029972	7.9574	8.9520	57.281	30.316	62.279	281.79	0.18590	7.3937	0.023843	vapor
168.69	300.00	32.799	0.030489	8.0015	9.0132	57.645	29.939	60.202	284.53	0.18264	7.4178	0.023742	vapor
169.69	300.00	32.269	0.030989	8.0442	9.0725	57.995	29.621	58.433	287.15	0.17952	7.4428	0.023661	vapor
170.69	300.00	31.771	0.031475	8.0857	9.1301	58.334	29.349	56.905	289.66	0.17653	7.4686	0.023599	vapor
171.69	300.00	31.299	0.031950	8.1262	9.1864	58.663	29.113	55.570	292.07	0.17366	7.4950	0.023553	vapor
172.69	300.00	30.852	0.032413	8.1658	9.2413	58.982	28.906	54.391	294.41	0.17090	7.5220	0.023520	vapor
173.69	300.00	30.427	0.032866	8.2046	9.2952	59.293	28.724	53.341	296.66	0.16824	7.5495	0.023499	vapor
174.69	300.00	30.021	0.033310	8.2427	9.3480	59.596	28.561	52.397	298.86	0.16568	7.5774	0.023490	vapor
175.69	300.00	29.632	0.033747	8.2802	9.4000	59.893	28.415	51.544	300.99	0.16321	7.6057	0.023490	vapor
176.69	300.00	29.261	0.034176	8.3171	9.4512	60.183	28.283	50.767	303.07	0.16082	7.6344	0.023498	vapor
177.69	300.00	28.903	0.034598	8.3535	9.5016	60.468	28.162	50.056	305.09	0.15851	7.6634	0.023515	vapor
178.69	300.00	28.560	0.035014	8.3894	9.5513	60.747	28.051	49.402	307.08	0.15628	7.6926	0.023540	vapor
179.69	300.00	28.229	0.035424	8.4249	9.6004	61.021	27.949	48.797	309.02	0.15411	7.7222	0.023571	vapor
180.69	300.00	27.911	0.035829	8.4600	9.6489	61.290	27.855	48.237	310.92	0.15201	7.7519	0.023609	vapor
181.69	300.00	27.603	0.036228	8.4947	9.6969	61.555	27.767	47.715	312.78	0.14997	7.7819	0.023653	vapor
182.69	300.00	27.305	0.036623	8.5291	9.7443	61.815	27.684	47.228	314.61	0.14799	7.8121	0.023703	vapor
183.69	300.00	27.017	0.037014	8.5631	9.7913	62.072	27.607	46.772	316.41	0.14606	7.8425	0.023759	vapor
184.69	300.00	26.738	0.037400	8.5968	9.8379	62.325	27.535	46.344	318.17	0.14419	7.8730	0.023820	vapor
185.69	300.00	26.468	0.037782	8.6303	9.8840	62.574	27.467	45.941	319.91	0.14236	7.9037	0.023888	vapor
186.69	300.00	26.205	0.038161	8.6635	9.9298	62.819	27.403	45.562	321.62	0.14058	7.9345	0.023962	vapor
187.69	300.00	25.950	0.038536	8.6964	9.9752	63.062	27.342	45.203	323.30	0.13884	7.9655	0.024044	vapor
188.69	300.00	25.702	0.038907	8.7291	10.020	63.301	27.284	44.864	324.96	0.13715	7.9966	0.024136	vapor
189.69	300.00	25.461	0.039276	8.7616	10.065	63.537	27.230	44.543	326.60	0.13550	8.0278	0.024245	vapor
190.69	300.00	25.226	0.039641	8.7939	10.109	63.771	27.178	44.238	328.21	0.13389	8.0591	0.024343	vapor
191.69	300.00	24.998	0.040003	8.8259	10.153	64.001	27.130	43.948	329.80	0.13231	8.0905	0.024292	vapor
192.69	300.00	24.775	0.040363	8.8578	10.197	64.229	27.083	43.673	331.37	0.13077	8.1220	0.024307	vapor
193.69	300.00	24.558	0.040720	8.8895	10.241	64.455	27.039	43.411	332.92	0.12926	8.1536	0.024343	vapor
194.69	300.00	24.346	0.041075	8.9210	10.284	64.678	26.997	43.161	334.45	0.12779	8.1852	0.024391	vapor
195.69	300.00	24.139	0.041427	8.9524	10.327	64.898	26.957	42.922	335.96	0.12634	8.2170	0.024446	vapor
196.69	300.00	23.937	0.041776	8.9836	10.370	65.116	26.920	42.694	337.45	0.12493	8.2487	0.024507	vapor
197.69	300.00	23.740	0.042124	9.0146	10.412	65.332	26.884	42.477	338.92	0.12355	8.2806	0.024573	vapor
198.69	300.00	23.546	0.042469	9.0455	10.455	65.546	26.850	42.269	340.38	0.12219	8.3125	0.024642	vapor
199.69	300.00	23.358	0.042812	9.0763	10.497	65.758	26.817	42.069	341.83	0.12087	8.3445	0.024715	vapor
200.69	300.00	23.173	0.043154	9.1070	10.539	65.967	26.787	41.879	343.25	0.11956	8.3765	0.024790	vapor
201.69	300.00	22.992	0.043493	9.1375	10.581	66.175	26.758	41.696	344.67	0.11829	8.4085	0.024867	vapor
202.69	300.00	22.815	0.043831	9.1679	10.622	66.381	26.730	41.521	346.06	0.11704	8.4406	0.024947	vapor
203.69	300.00	22.642	0.044166	9.1982	10.664	66.585	26.704	41.353	347.45	0.11581	8.4728	0.025029	vapor
204.69	300.00	22.472	0.044501	9.2284	10.705	66.787	26.680	41.191	348.81	0.11460	8.5049	0.025112	vapor
205.69	300.00	22.305	0.044833	9.2585	10.746	66.987	26.657	41.037	350.17	0.11342	8.5371	0.025197	vapor
206.69	300.00	22.142	0.045164	9.2884	10.787	67.186	26.635	40.888	351.51	0.11226	8.5694	0.025283	vapor
207.69	300.00	21.981	0.045493	9.3183	10.828	67.383	26.614	40.745	352.84	0.11112	8.6016	0.025371	vapor
208.69	300.00	21.824	0.045821	9.3481	10.869	67.578	26.595	40.608	354.16	0.11000	8.6339	0.025460	vapor
209.69	300.00	21.670	0.046147	9.3778	10.909	67.772	26.577	40.476	355.47	0.10890	8.6662	0.025550	vapor
210.69	300.00	21.518	0.046472	9.4075	10.950	67.964	26.560	40.349	356.76	0.10782	8.6986	0.025641	vapor
211.69	300.00	21.369	0.046796	9.4370	10.990	68.155	26.545	40.227	358.04	0.10675	8.7309	0.025733	vapor
212.69	300.00	21.223	0.047118	9.4665	11.030	68.344	26.530	40.109	359.31	0.10571	8.7633	0.025826	vapor
213.69	300.00	21.080	0.047439	9.4959	11.070	68.532	26.517	39.996	360.58	0.10468	8.7956	0.025920	vapor
214.69	300.00	20.939	0.047759	9.5252	11.110	68.719	26.504	39.887	361.83	0.10367	8.8280	0.026015	vapor
215.69	300.00	20.800	0.048077	9.5545	11.150	68.904	26.493	39.782	363.06	0.10267	8.8604	0.026111	vapor
216.69	300.00	20.663	0.048395	9.5837	11.190	69.088	26.482	39.681	364.29	0.10169	8.8928	0.026207	vapor
217.69	300.00	20.529	0.048711	9.6128	11.229	69.270	26.473	39.584	365.51	0.10073	8.9252	0.026305	vapor
218.69	300.00	20.397	0.049026	9.6419	11.269	69.451	26.464	39.491	366.72	0.099784	8.9576	0.026403	vapor
219.69	300.00	20.267	0.049341	9.6709	11.308	69.631	26.456	39.400	367.93	0.098852	8.9901	0.026501	vapor
220.69	300.00	20.139	0.049654	9.6999	11.348	69.810	26.450	39.314	369.12	0.097933	9.0225	0.026601	vapor
221.69	300.00	20.014	0.049966	9.7288	11.387	69.988	26.444	39.230	370.30	0.097028	9.0549	0.026701	vapor
222.69	300.00	19.890	0.050277	9.7577	11.426	70.164	26.439	39.149	371.47	0.096138	9.0873	0.026801	vapor
223.69	300.00	19.768	0.050587	9.7865	11.465	70.339	26.434	39.072	372.64	0.095260	9.1198	0.026903	vapor
224.69	300.00	19.648	0.050896	9.8153	11.504	70.513	26.431	38.997	373.80	0.094395	9.1522	0.027004	vapor
225.69	300.00	19.529	0.051205	9.8440	11.543	70.686	26.428	38.925	374.94	0.093544	9.1846	0.027107	vapor
226.69	300.00	19.413	0.051512	9.8727	11.582	70.858	26.427	38.856	376.08	0.092704	9.2170	0.027210	vapor
227.69	300.00	19.298	0.051819	9.9013	11.621	71.029	26.425	38.789	377.22	0.091876	9.2495	0.027313	vapor
228.69	300.00	19.185	0.052125	9.9299	11.660	71.199	26.425	38.725	378.34	0.091061	9.2819	0.027417	vapor
229.69	300.00	19.073	0.052430	9.9585	11.698	71.368	26.426	38.663	379.46	0.090256	9.3143	0.027522	vapor
230.69	300.00	18.963	0.052734	9.9870	11.737	71.536	26.427	38.603	380.57	0.089463	9.3467	0.027627	vapor
231.69	300.00	18.855	0.053037	10.016	11.775	71.702	26.429	38.546	381.67	0.088681	9.3790	0.027733	vapor
232.69	300.00	18.748	0.053340	10.044	11.814	71.868	26.431	38.491	382.76	0.087909	9.4114	0.027839	vapor
233.69	300.00	18.642	0.053642	10.072	11.852	72.033	26.434	38.438	383.85	0.087148	9.4438	0.027945	vapor
234.69	300.00	18.538	0.053943	10.101	11.891	72.197	26.438	38.387	384.93	0.086397	9.4761	0.028052	vapor
235.69	300.00	18.435	0.054243	10.129	11.929	72.360	26.443	38.338	386.00	0.085656	9.5085	0.028160	vapor
236.69	300.00	18.334	0.054543	10.158	11.968	72.523	26.448	38.291	387.07	0.084925	9.5408	0.028268	vapor
237.69	300.00	18.234	0.054842	10.186	12.006	72.684	26.454	38.246	388.13	0.084203	9.5731	0.028376	vapor
238.69	300.00	18.135	0.055141	10.214	12.044	72.844	26.460	38.203	389.18	0.083491	9.6054	0.028485	vapor
239.69	300.00	18.038	0.055438	10.243	12.082	73.004	26.467	38.161	390.23	0.082788	9.6377	0.028594	vapor
240.69	300.00	17.942	0.055736	10.271	12.120	73.163	26.475	38.122	391.27	0.082094	9.6700	0.028704	vapor
241.69	300.00	17.847	0.056032	10.299	12.158	73.321	26.483	38.084	392.30	0.081408	9.7023	0.028814	vapor
242.69	300.00	17.753	0.056328	10.327	12.197	73.478	26.492	38.047	393.33	0.080731	9.7345	0.028925	vapor
243.69	300.00	17.661	0.056623	10.356	12.235	73.634	26.501	38.012	394.35	0.080063	9.7667	0.029036	vapor
244.69	300.00	17.569	0.056918	10.384	12.273	73.790	26.511	37.979	395.37	0.079402	9.7989	0.029147	vapor
245.69	300.00	17.479	0.057213	10.412	12.311	73.945	26.522	37.947	396.38	0.078750	9.8311	0.029259	vapor
246.69	300.00	17.389	0.057506	10.440	12.348	74.099	26.533	37.917	397.38	0.078105	9.8633	0.029371	vapor
247.69	300.00	17.301	0.057799	10.468	12.386	74.252	26.545	37.888	398.38	0.077468	9.8955	0.029484	vapor
248.69	300.00	17.214	0.058092	10.497	12.424	74.405	26.557	37.861	399.38	0.076839	9.9276	0.029597	vapor
249.69	300.00	17.128	0.058384	10.525	12.462	74.557	26.569	37.835	400.36	0.076217	9.9597	0.029710	vapor
250.69	300.00	17.043	0.058676	10.553	12.500	74.708	26.583	37.810	401.34	0.075603	9.9918	0.029824	vapor
251.69	300.00	16.959	0.058967	10.581	12.538	74.858	26.596	37.787	402.32	0.074996	10.024	0.029939	vapor
252.69	300.00	16.876	0.059257	10.609	12.575	75.008	26.611	37.765	403.29	0.074395	10.056	0.030053	vapor
253.69	300.00	16.793	0.059547	10.637	12.613	75.157	26.626	37.744	404.26	0.073802	10.088	0.030168	vapor
254.69	300.00	16.712	0.059837	10.665	12.651	75.306	26.641	37.724	405.22	0.073215	10.120	0.030284	vapor
255.69	300.00	16.632	0.060126	10.694	12.689	75.453	26.657	37.706	406.17	0.072635	10.152	0.030400	vapor
256.69	300.00	16.552	0.060415	10.722	12.726	75.601	26.673	37.689	407.12	0.072061	10.184	0.030516	vapor
257.69	300.00	16.474	0.060703	10.750	12.764	75.747	26.690	37.673	408.07	0.071494	10.216	0.030633	vapor
258.69	300.00	16.396	0.060991	10.778	12.802	75.893	26.707	37.658	409.01	0.070933	10.248	0.030750	vapor
259.69	300.00	16.319	0.061278	10.806	12.839	76.038	26.725	37.644	409.95	0.070378	10.280	0.030867	vapor
260.69	300.00	16.243	0.061565	10.834	12.877	76.183	26.743	37.631	410.88	0.069829	10.312	0.030985	vapor
261.69	300.00	16.168	0.061852	10.862	12.915	76.327	26.762	37.619	411.80	0.069286	10.343	0.031103	vapor
262.69	300.00	16.093	0.062138	10.890	12.952	76.470	26.781	37.609	412.72	0.068749	10.375	0.031222	vapor
263.69	300.00	16.019	0.062424	10.918	12.990	76.613	26.801	37.599	413.64	0.068217	10.407	0.031341	vapor
264.69	300.00	15.947	0.062709	10.947	13.027	76.756	26.821	37.590	414.55	0.067691	10.439	0.031460	vapor
265.69	300.00	15.874	0.062994	10.975	13.065	76.897	26.841	37.583	415.46	0.067171	10.471	0.031580	vapor
266.69	300.00	15.803	0.063279	11.003	13.103	77.039	26.862	37.576	416.36	0.066656	10.502	0.031700	vapor
267.69	300.00	15.732	0.063563	11.031	13.140	77.179	26.884	37.570	417.26	0.066147	10.534	0.031821	vapor
268.69	300.00	15.662	0.063847	11.059	13.178	77.319	26.906	37.566	418.16	0.065643	10.566	0.031942	vapor
269.69	300.00	15.593	0.064131	11.087	13.215	77.459	26.928	37.562	419.05	0.065144	10.597	0.032063	vapor
270.69	300.00	15.525	0.064414	11.115	13.253	77.598	26.951	37.559	419.93	0.064650	10.629	0.032185	vapor
271.69	300.00	15.457	0.064697	11.144	13.290	77.736	26.974	37.556	420.82	0.064161	10.661	0.032307	vapor
272.69	300.00	15.390	0.064979	11.172	13.328	77.874	26.997	37.555	421.69	0.063677	10.692	0.032429	vapor
273.69	300.00	15.323	0.065261	11.200	13.366	78.012	27.021	37.555	422.57	0.063198	10.724	0.032552	vapor
274.69	300.00	15.257	0.065543	11.228	13.403	78.149	27.046	37.555	423.44	0.062723	10.755	0.032675	vapor
275.69	300.00	15.192	0.065825	11.256	13.441	78.285	27.071	37.556	424.30	0.062254	10.787	0.032799	vapor
276.69	300.00	15.127	0.066106	11.285	13.478	78.421	27.096	37.559	425.16	0.061789	10.818	0.032923	vapor
277.69	300.00	15.063	0.066387	11.313	13.516	78.557	27.122	37.561	426.02	0.061328	10.850	0.033048	vapor
278.69	300.00	15.000	0.066667	11.341	13.553	78.692	27.148	37.565	426.87	0.060872	10.881	0.033172	vapor
279.69	300.00	14.937	0.066948	11.369	13.591	78.826	27.174	37.569	427.72	0.060421	10.913	0.033298	vapor
280.69	300.00	14.875	0.067228	11.398	13.628	78.960	27.201	37.575	428.57	0.059974	10.944	0.033423	vapor
281.69	300.00	14.813	0.067507	11.426	13.666	79.094	27.228	37.581	429.41	0.059531	10.975	0.033549	vapor
282.69	300.00	14.752	0.067787	11.454	13.704	79.227	27.256	37.587	430.25	0.059092	11.007	0.033675	vapor
283.69	300.00	14.692	0.068066	11.483	13.741	79.360	27.284	37.595	431.09	0.058658	11.038	0.033802	vapor
284.69	300.00	14.632	0.068345	11.511	13.779	79.492	27.312	37.603	431.92	0.058227	11.069	0.033929	vapor
285.69	300.00	14.572	0.068623	11.539	13.816	79.624	27.341	37.611	432.75	0.057801	11.100	0.034057	vapor
286.69	300.00	14.513	0.068901	11.568	13.854	79.755	27.370	37.621	433.57	0.057379	11.132	0.034185	vapor
287.69	300.00	14.455	0.069179	11.596	13.892	79.886	27.400	37.631	434.39	0.056960	11.163	0.034313	vapor
288.69	300.00	14.397	0.069457	11.625	13.929	80.017	27.429	37.642	435.21	0.056546	11.194	0.034441	vapor
289.69	300.00	14.340	0.069735	11.653	13.967	80.147	27.460	37.653	436.02	0.056135	11.225	0.034570	vapor
290.69	300.00	14.283	0.070012	11.681	14.005	80.277	27.490	37.666	436.83	0.055728	11.256	0.034700	vapor
291.69	300.00	14.227	0.070289	11.710	14.042	80.406	27.521	37.678	437.64	0.055325	11.287	0.034830	vapor
292.69	300.00	14.171	0.070566	11.738	14.080	80.535	27.553	37.692	438.44	0.054926	11.318	0.034960	vapor
293.69	300.00	14.116	0.070842	11.767	14.118	80.664	27.584	37.706	439.24	0.054530	11.349	0.035090	vapor
294.69	300.00	14.061	0.071118	11.795	14.155	80.792	27.616	37.721	440.04	0.054138	11.380	0.035221	vapor
295.69	300.00	14.007	0.071394	11.824	14.193	80.920	27.649	37.736	440.83	0.053749	11.411	0.035353	vapor
296.69	300.00	13.953	0.071670	11.853	14.231	81.047	27.681	37.752	441.63	0.053364	11.442	0.035484	vapor
297.69	300.00	13.899	0.071946	11.881	14.269	81.174	27.715	37.768	442.41	0.052983	11.473	0.035617	vapor
298.69	300.00	13.846	0.072221	11.910	14.306	81.301	27.748	37.785	443.20	0.052604	11.504	0.035749	vapor
299.69	300.00	13.794	0.072496	11.939	14.344	81.427	27.782	37.803	443.98	0.052229	11.535	0.035882	vapor
300.69	300.00	13.742	0.072771	11.967	14.382	81.553	27.816	37.821	444.76	0.051858	11.565	0.036015	vapor
301.69	300.00	13.690	0.073046	11.996	14.420	81.679	27.850	37.840	445.53	0.051489	11.596	0.036149	vapor
302.69	300.00	13.639	0.073320	12.025	14.458	81.804	27.885	37.859	446.31	0.051124	11.627	0.036283	vapor
303.69	300.00	13.588	0.073594	12.053	14.496	81.929	27.920	37.879	447.07	0.050762	11.658	0.036417	vapor
304.69	300.00	13.538	0.073868	12.082	14.533	82.054	27.955	37.899	447.84	0.050404	11.688	0.036552	vapor
305.69	300.00	13.488	0.074142	12.111	14.571	82.178	27.991	37.920	448.60	0.050048	11.719	0.036687	vapor
306.69	300.00	13.438	0.074416	12.140	14.609	82.302	28.027	37.942	449.37	0.049696	11.750	0.036823	vapor
307.69	300.00	13.389	0.074689	12.169	14.647	82.425	28.063	37.964	450.12	0.049346	11.780	0.036959	vapor
