Temperature (K)	Pressure (psia)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (F/psia)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
153.69	500.00	356.12	0.0028080	2.3836	2.5389	18.201	30.690	64.015	926.31	-0.0010397	54.681	0.12862	liquid
154.69	500.00	354.07	0.0028243	2.4469	2.6031	18.618	30.655	64.474	914.14	-0.00082033	53.715	0.12719	liquid
155.69	500.00	351.97	0.0028411	2.5107	2.6679	19.035	30.622	64.958	901.83	-0.00058961	52.761	0.12575	liquid
156.69	500.00	349.85	0.0028584	2.5750	2.7331	19.452	30.590	65.471	889.39	-0.00034663	51.820	0.12430	liquid
157.69	500.00	347.69	0.0028762	2.6397	2.7988	19.871	30.560	66.015	876.79	-9.0413e-05	50.890	0.12285	liquid
158.69	500.00	345.48	0.0028945	2.7050	2.8651	20.290	30.533	66.593	864.04	0.00018014	49.971	0.12140	liquid
159.69	500.00	343.24	0.0029134	2.7709	2.9320	20.710	30.508	67.208	851.13	0.00046626	49.061	0.11994	liquid
160.69	500.00	340.95	0.0029330	2.8373	2.9995	21.132	30.485	67.865	838.03	0.00076933	48.161	0.11847	liquid
161.69	500.00	338.62	0.0029532	2.9044	3.0677	21.555	30.465	68.567	824.75	0.0010909	47.268	0.11700	liquid
162.69	500.00	336.23	0.0029742	2.9722	3.1367	21.980	30.449	69.320	811.26	0.0014328	46.383	0.11552	liquid
163.69	500.00	333.79	0.0029959	3.0407	3.2064	22.407	30.435	70.129	797.56	0.0017970	45.504	0.11402	liquid
164.69	500.00	331.29	0.0030185	3.1100	3.2770	22.837	30.425	71.003	783.62	0.0021859	44.631	0.11252	liquid
165.69	500.00	328.73	0.0030421	3.1802	3.3484	23.269	30.418	71.949	769.43	0.0026021	43.761	0.11101	liquid
166.69	500.00	326.09	0.0030666	3.2513	3.4209	23.705	30.416	72.977	754.96	0.0030487	42.895	0.10948	liquid
167.69	500.00	323.39	0.0030923	3.3234	3.4944	24.145	30.419	74.099	740.20	0.0035296	42.031	0.10794	liquid
168.69	500.00	320.60	0.0031192	3.3966	3.5691	24.589	30.427	75.330	725.10	0.0040489	41.168	0.10638	liquid
169.69	500.00	317.71	0.0031475	3.4711	3.6451	25.038	30.440	76.688	709.64	0.0046119	40.303	0.10481	liquid
170.69	500.00	314.73	0.0031773	3.5468	3.7226	25.493	30.461	78.196	693.77	0.0052248	39.436	0.10321	liquid
171.69	500.00	311.64	0.0032088	3.6241	3.8016	25.955	30.490	79.881	677.46	0.0058952	38.565	0.10160	liquid
172.69	500.00	308.42	0.0032423	3.7031	3.8824	26.424	30.528	81.780	660.63	0.0066325	37.687	0.099953	liquid
173.69	500.00	305.06	0.0032780	3.7839	3.9652	26.903	30.577	83.941	643.22	0.0074486	36.800	0.098282	liquid
174.69	500.00	301.54	0.0033163	3.8670	4.0504	27.391	30.638	86.429	625.15	0.0083584	35.901	0.096578	liquid
175.69	500.00	297.82	0.0033577	3.9525	4.1382	27.893	30.716	89.333	606.29	0.0093817	34.985	0.094836	liquid
176.69	500.00	293.88	0.0034027	4.0410	4.2292	28.409	30.814	92.781	586.52	0.010545	34.047	0.093051	liquid
177.69	500.00	289.67	0.0034521	4.1331	4.3240	28.944	30.938	96.960	565.63	0.011884	33.082	0.091214	liquid
178.69	500.00	285.13	0.0035071	4.2295	4.4235	29.502	31.096	102.17	543.35	0.013452	32.079	0.089316	liquid
179.69	500.00	280.17	0.0035693	4.3315	4.5289	30.090	31.301	108.90	519.30	0.015327	31.027	0.087344	liquid
180.69	500.00	274.63	0.0036412	4.4407	4.6421	30.719	31.576	118.07	492.85	0.017638	29.903	0.085282	liquid
181.47	500.00	269.79	0.0037066	4.5325	4.7375	31.246	31.864	128.05	469.98	0.019878	28.961	0.083602	liquid
181.47	500.00	66.097	0.015129	7.6347	8.4714	51.821	34.997	138.48	263.96	0.15560	9.0696	0.035515	vapor
181.69	500.00	65.454	0.015278	7.6567	8.5016	51.988	34.677	132.74	265.28	0.15520	9.0541	0.035161	vapor
182.69	500.00	62.954	0.015885	7.7456	8.6242	52.660	33.509	113.89	270.57	0.15326	9.0000	0.033907	vapor
183.69	500.00	60.897	0.016421	7.8234	8.7315	53.247	32.644	101.67	275.15	0.15121	8.9638	0.033014	vapor
184.69	500.00	59.139	0.016909	7.8935	8.8287	53.774	31.974	92.995	279.23	0.14912	8.9394	0.032342	vapor
185.69	500.00	57.598	0.017362	7.9580	8.9182	54.258	31.437	86.475	282.96	0.14704	8.9234	0.031822	vapor
186.69	500.00	56.223	0.017786	8.0184	9.0021	54.708	30.997	81.367	286.40	0.14498	8.9138	0.031417	vapor
187.69	500.00	54.980	0.018188	8.0754	9.0813	55.131	30.628	77.240	289.63	0.14295	8.9091	0.031105	vapor
188.69	500.00	53.844	0.018572	8.1296	9.1568	55.532	30.314	73.825	292.67	0.14097	8.9083	0.030877	vapor
189.69	500.00	52.798	0.018940	8.1816	9.2291	55.915	30.043	70.944	295.56	0.13903	8.9108	0.030745	vapor
190.69	500.00	51.828	0.019295	8.2317	9.2988	56.281	29.806	68.475	298.33	0.13715	8.9161	0.030572	vapor
191.69	500.00	50.922	0.019638	8.2801	9.3662	56.633	29.596	66.332	300.97	0.13531	8.9236	0.029903	vapor
192.69	500.00	50.074	0.019970	8.3271	9.4316	56.974	29.408	64.450	303.52	0.13352	8.9332	0.029530	vapor
193.69	500.00	49.276	0.020294	8.3728	9.4952	57.303	29.240	62.783	305.99	0.13177	8.9444	0.029258	vapor
194.69	500.00	48.522	0.020609	8.4174	9.5572	57.622	29.087	61.293	308.37	0.13008	8.9572	0.029048	vapor
195.69	500.00	47.807	0.020917	8.4610	9.6178	57.933	28.947	59.952	310.68	0.12842	8.9713	0.028882	vapor
196.69	500.00	47.129	0.021218	8.5036	9.6771	58.235	28.819	58.738	312.93	0.12681	8.9866	0.028748	vapor
197.69	500.00	46.482	0.021514	8.5455	9.7353	58.530	28.700	57.633	315.12	0.12524	9.0029	0.028641	vapor
198.69	500.00	45.865	0.021803	8.5866	9.7924	58.818	28.591	56.622	317.26	0.12371	9.0202	0.028555	vapor
199.69	500.00	45.275	0.022087	8.6270	9.8486	59.100	28.489	55.692	319.34	0.12221	9.0384	0.028487	vapor
200.69	500.00	44.709	0.022367	8.6668	9.9038	59.376	28.393	54.835	321.38	0.12076	9.0573	0.028434	vapor
201.69	500.00	44.166	0.022642	8.7061	9.9583	59.647	28.305	54.041	323.38	0.11933	9.0770	0.028394	vapor
202.69	500.00	43.644	0.022913	8.7447	10.012	59.912	28.221	53.303	325.33	0.11794	9.0973	0.028366	vapor
203.69	500.00	43.142	0.023179	8.7829	10.065	60.173	28.143	52.616	327.25	0.11658	9.1182	0.028348	vapor
204.69	500.00	42.657	0.023443	8.8207	10.117	60.429	28.069	51.975	329.13	0.11525	9.1396	0.028339	vapor
205.69	500.00	42.190	0.023703	8.8580	10.169	60.681	27.999	51.374	330.97	0.11396	9.1615	0.028337	vapor
206.69	500.00	41.738	0.023959	8.8949	10.220	60.929	27.934	50.811	332.78	0.11268	9.1839	0.028343	vapor
207.69	500.00	41.301	0.024213	8.9314	10.270	61.173	27.872	50.281	334.56	0.11144	9.2068	0.028355	vapor
208.69	500.00	40.877	0.024463	8.9676	10.321	61.413	27.813	49.782	336.32	0.11022	9.2300	0.028373	vapor
209.69	500.00	40.467	0.024711	9.0034	10.370	61.650	27.758	49.311	338.04	0.10903	9.2536	0.028396	vapor
210.69	500.00	40.069	0.024957	9.0389	10.419	61.883	27.706	48.866	339.74	0.10786	9.2776	0.028425	vapor
211.69	500.00	39.683	0.025200	9.0741	10.468	62.114	27.656	48.445	341.41	0.10671	9.3019	0.028457	vapor
212.69	500.00	39.308	0.025440	9.1091	10.516	62.341	27.609	48.046	343.06	0.10559	9.3264	0.028494	vapor
213.69	500.00	38.943	0.025678	9.1437	10.564	62.565	27.565	47.668	344.69	0.10449	9.3513	0.028534	vapor
214.69	500.00	38.588	0.025915	9.1782	10.611	62.787	27.523	47.308	346.29	0.10340	9.3764	0.028578	vapor
215.69	500.00	38.243	0.026149	9.2124	10.659	63.006	27.484	46.966	347.87	0.10234	9.4018	0.028625	vapor
216.69	500.00	37.906	0.026381	9.2463	10.705	63.223	27.446	46.640	349.43	0.10130	9.4274	0.028676	vapor
217.69	500.00	37.578	0.026611	9.2801	10.752	63.437	27.411	46.330	350.97	0.10028	9.4532	0.028729	vapor
218.69	500.00	37.258	0.026840	9.3136	10.798	63.648	27.378	46.034	352.49	0.099273	9.4792	0.028785	vapor
219.69	500.00	36.946	0.027067	9.3469	10.844	63.858	27.346	45.752	353.99	0.098286	9.5055	0.028843	vapor
220.69	500.00	36.641	0.027292	9.3801	10.890	64.065	27.317	45.482	355.48	0.097317	9.5319	0.028904	vapor
221.69	500.00	36.343	0.027515	9.4131	10.935	64.270	27.289	45.224	356.94	0.096363	9.5585	0.028967	vapor
222.69	500.00	36.052	0.027738	9.4459	10.980	64.473	27.263	44.977	358.39	0.095426	9.5852	0.029032	vapor
223.69	500.00	35.768	0.027958	9.4786	11.025	64.674	27.238	44.741	359.83	0.094505	9.6121	0.029099	vapor
224.69	500.00	35.489	0.028177	9.5111	11.069	64.873	27.215	44.515	361.25	0.093598	9.6391	0.029168	vapor
225.69	500.00	35.217	0.028395	9.5434	11.114	65.070	27.194	44.298	362.65	0.092707	9.6663	0.029238	vapor
226.69	500.00	34.951	0.028612	9.5756	11.158	65.265	27.174	44.090	364.04	0.091830	9.6936	0.029311	vapor
227.69	500.00	34.690	0.028827	9.6077	11.202	65.459	27.155	43.891	365.41	0.090966	9.7211	0.029385	vapor
228.69	500.00	34.434	0.029041	9.6397	11.246	65.651	27.138	43.699	366.77	0.090117	9.7486	0.029460	vapor
229.69	500.00	34.183	0.029254	9.6715	11.289	65.841	27.122	43.515	368.11	0.089280	9.7763	0.029537	vapor
230.69	500.00	33.938	0.029466	9.7032	11.333	66.030	27.108	43.339	369.45	0.088457	9.8040	0.029616	vapor
231.69	500.00	33.697	0.029676	9.7348	11.376	66.217	27.094	43.169	370.77	0.087646	9.8319	0.029696	vapor
232.69	500.00	33.460	0.029886	9.7663	11.419	66.403	27.082	43.006	372.07	0.086847	9.8598	0.029777	vapor
233.69	500.00	33.229	0.030095	9.7977	11.462	66.587	27.071	42.849	373.37	0.086060	9.8879	0.029859	vapor
234.69	500.00	33.001	0.030302	9.8290	11.505	66.769	27.061	42.698	374.65	0.085285	9.9160	0.029943	vapor
235.69	500.00	32.778	0.030509	9.8602	11.548	66.950	27.053	42.553	375.92	0.084521	9.9442	0.030028	vapor
236.69	500.00	32.558	0.030714	9.8913	11.590	67.130	27.045	42.414	377.18	0.083767	9.9725	0.030113	vapor
237.69	500.00	32.343	0.030919	9.9224	11.632	67.309	27.038	42.279	378.43	0.083025	10.001	0.030200	vapor
238.69	500.00	32.131	0.031123	9.9533	11.675	67.486	27.033	42.150	379.67	0.082293	10.029	0.030288	vapor
239.69	500.00	31.923	0.031326	9.9842	11.717	67.662	27.028	42.025	380.90	0.081571	10.058	0.030378	vapor
240.69	500.00	31.718	0.031528	10.015	11.759	67.837	27.025	41.905	382.11	0.080860	10.086	0.030468	vapor
241.69	500.00	31.517	0.031729	10.046	11.800	68.010	27.022	41.790	383.32	0.080158	10.115	0.030559	vapor
242.69	500.00	31.319	0.031930	10.076	11.842	68.183	27.020	41.678	384.52	0.079465	10.144	0.030651	vapor
243.69	500.00	31.124	0.032129	10.107	11.884	68.354	27.019	41.571	385.70	0.078782	10.172	0.030744	vapor
244.69	500.00	30.933	0.032328	10.137	11.925	68.524	27.020	41.468	386.88	0.078108	10.201	0.030837	vapor
245.69	500.00	30.744	0.032527	10.168	11.967	68.693	27.020	41.368	388.05	0.077443	10.230	0.030932	vapor
246.69	500.00	30.559	0.032724	10.198	12.008	68.861	27.022	41.273	389.21	0.076787	10.259	0.031027	vapor
247.69	500.00	30.376	0.032921	10.229	12.049	69.027	27.025	41.180	390.36	0.076139	10.288	0.031124	vapor
248.69	500.00	30.196	0.033117	10.259	12.090	69.193	27.028	41.091	391.50	0.075499	10.317	0.031221	vapor
249.69	500.00	30.019	0.033313	10.289	12.131	69.358	27.032	41.006	392.64	0.074867	10.346	0.031319	vapor
250.69	500.00	29.844	0.033507	10.319	12.172	69.521	27.037	40.923	393.76	0.074244	10.375	0.031417	vapor
251.69	500.00	29.672	0.033702	10.349	12.213	69.684	27.043	40.843	394.88	0.073628	10.404	0.031517	vapor
252.69	500.00	29.503	0.033895	10.380	12.254	69.846	27.049	40.767	395.99	0.073020	10.433	0.031617	vapor
253.69	500.00	29.336	0.034088	10.410	12.295	70.007	27.056	40.693	397.09	0.072419	10.462	0.031718	vapor
254.69	500.00	29.171	0.034281	10.440	12.336	70.167	27.064	40.622	398.18	0.071826	10.491	0.031819	vapor
255.69	500.00	29.009	0.034473	10.470	12.376	70.326	27.073	40.554	399.27	0.071239	10.520	0.031922	vapor
256.69	500.00	28.849	0.034664	10.500	12.417	70.484	27.082	40.488	400.34	0.070660	10.549	0.032025	vapor
257.69	500.00	28.691	0.034855	10.529	12.457	70.641	27.092	40.425	401.41	0.070088	10.578	0.032128	vapor
258.69	500.00	28.535	0.035045	10.559	12.497	70.798	27.103	40.364	402.48	0.069522	10.608	0.032232	vapor
259.69	500.00	28.381	0.035234	10.589	12.538	70.953	27.114	40.306	403.53	0.068963	10.637	0.032337	vapor
260.69	500.00	28.230	0.035424	10.619	12.578	71.108	27.126	40.250	404.58	0.068411	10.666	0.032443	vapor
261.69	500.00	28.080	0.035612	10.649	12.618	71.262	27.138	40.196	405.63	0.067865	10.695	0.032549	vapor
262.69	500.00	27.933	0.035801	10.679	12.658	71.415	27.151	40.144	406.66	0.067325	10.725	0.032656	vapor
263.69	500.00	27.787	0.035988	10.708	12.699	71.568	27.165	40.095	407.69	0.066791	10.754	0.032764	vapor
264.69	500.00	27.643	0.036175	10.738	12.739	71.720	27.180	40.047	408.71	0.066264	10.783	0.032872	vapor
265.69	500.00	27.501	0.036362	10.768	12.779	71.870	27.194	40.001	409.73	0.065742	10.813	0.032980	vapor
266.69	500.00	27.361	0.036549	10.797	12.819	72.021	27.210	39.958	410.74	0.065226	10.842	0.033090	vapor
267.69	500.00	27.222	0.036735	10.827	12.859	72.170	27.226	39.916	411.74	0.064715	10.871	0.033200	vapor
268.69	500.00	27.086	0.036920	10.857	12.899	72.319	27.243	39.876	412.74	0.064211	10.901	0.033310	vapor
269.69	500.00	26.950	0.037105	10.886	12.938	72.467	27.260	39.838	413.73	0.063711	10.930	0.033421	vapor
270.69	500.00	26.817	0.037290	10.916	12.978	72.614	27.278	39.801	414.72	0.063217	10.959	0.033533	vapor
271.69	500.00	26.685	0.037474	10.945	13.018	72.761	27.296	39.766	415.70	0.062729	10.989	0.033645	vapor
272.69	500.00	26.555	0.037658	10.975	13.058	72.907	27.315	39.733	416.67	0.062245	11.018	0.033758	vapor
273.69	500.00	26.426	0.037841	11.005	13.097	73.052	27.334	39.702	417.64	0.061767	11.048	0.033871	vapor
274.69	500.00	26.299	0.038024	11.034	13.137	73.197	27.354	39.672	418.60	0.061294	11.077	0.033985	vapor
275.69	500.00	26.173	0.038207	11.064	13.177	73.341	27.375	39.643	419.56	0.060826	11.106	0.034099	vapor
276.69	500.00	26.049	0.038389	11.093	13.216	73.485	27.396	39.616	420.51	0.060362	11.136	0.034214	vapor
277.69	500.00	25.926	0.038571	11.123	13.256	73.628	27.417	39.591	421.46	0.059904	11.165	0.034329	vapor
278.69	500.00	25.804	0.038753	11.152	13.296	73.770	27.439	39.566	422.40	0.059450	11.195	0.034445	vapor
279.69	500.00	25.684	0.038934	11.182	13.335	73.912	27.462	39.544	423.33	0.059000	11.224	0.034562	vapor
280.69	500.00	25.566	0.039115	11.211	13.375	74.053	27.484	39.522	424.26	0.058556	11.253	0.034679	vapor
281.69	500.00	25.448	0.039296	11.241	13.414	74.193	27.508	39.502	425.19	0.058115	11.283	0.034797	vapor
282.69	500.00	25.332	0.039476	11.270	13.454	74.333	27.532	39.484	426.11	0.057680	11.312	0.034915	vapor
283.69	500.00	25.217	0.039656	11.300	13.493	74.473	27.556	39.466	427.03	0.057248	11.342	0.035033	vapor
284.69	500.00	25.103	0.039836	11.329	13.533	74.611	27.581	39.450	427.94	0.056821	11.371	0.035152	vapor
285.69	500.00	24.991	0.040015	11.359	13.572	74.750	27.606	39.435	428.84	0.056398	11.400	0.035272	vapor
286.69	500.00	24.879	0.040194	11.389	13.611	74.887	27.632	39.421	429.75	0.055979	11.430	0.035392	vapor
287.69	500.00	24.769	0.040373	11.418	13.651	75.025	27.658	39.408	430.64	0.055564	11.459	0.035513	vapor
288.69	500.00	24.660	0.040551	11.448	13.690	75.161	27.684	39.397	431.53	0.055154	11.488	0.035634	vapor
289.69	500.00	24.552	0.040729	11.477	13.730	75.298	27.711	39.387	432.42	0.054747	11.518	0.035755	vapor
290.69	500.00	24.446	0.040907	11.507	13.769	75.433	27.739	39.377	433.31	0.054344	11.547	0.035878	vapor
291.69	500.00	24.340	0.041085	11.536	13.808	75.569	27.767	39.369	434.18	0.053945	11.576	0.036000	vapor
292.69	500.00	24.235	0.041262	11.566	13.848	75.703	27.795	39.362	435.06	0.053550	11.606	0.036123	vapor
293.69	500.00	24.132	0.041439	11.595	13.887	75.837	27.823	39.356	435.93	0.053158	11.635	0.036247	vapor
294.69	500.00	24.029	0.041616	11.625	13.927	75.971	27.853	39.351	436.79	0.052770	11.664	0.036371	vapor
295.69	500.00	23.928	0.041792	11.655	13.966	76.105	27.882	39.347	437.66	0.052386	11.694	0.036495	vapor
296.69	500.00	23.828	0.041968	11.684	14.005	76.237	27.912	39.343	438.51	0.052006	11.723	0.036620	vapor
297.69	500.00	23.728	0.042144	11.714	14.045	76.370	27.942	39.341	439.37	0.051629	11.752	0.036746	vapor
298.69	500.00	23.630	0.042320	11.743	14.084	76.502	27.973	39.340	440.22	0.051255	11.781	0.036872	vapor
299.69	500.00	23.532	0.042495	11.773	14.123	76.633	28.004	39.340	441.06	0.050885	11.811	0.036998	vapor
300.69	500.00	23.435	0.042671	11.803	14.163	76.764	28.035	39.340	441.90	0.050518	11.840	0.037125	vapor
301.69	500.00	23.340	0.042846	11.832	14.202	76.895	28.067	39.342	442.74	0.050155	11.869	0.037253	vapor
302.69	500.00	23.245	0.043020	11.862	14.241	77.025	28.099	39.344	443.58	0.049795	11.898	0.037381	vapor
303.69	500.00	23.151	0.043195	11.892	14.281	77.155	28.132	39.347	444.41	0.049438	11.928	0.037509	vapor
304.69	500.00	23.058	0.043369	11.921	14.320	77.284	28.165	39.351	445.23	0.049085	11.957	0.037638	vapor
305.69	500.00	22.966	0.043543	11.951	14.359	77.413	28.198	39.356	446.05	0.048734	11.986	0.037767	vapor
306.69	500.00	22.874	0.043717	11.981	14.399	77.542	28.232	39.362	446.87	0.048387	12.015	0.037897	vapor
307.69	500.00	22.784	0.043891	12.011	14.438	77.670	28.266	39.368	447.69	0.048043	12.044	0.038027	vapor
