2.731600000000000250e+02 1.000000000000000000e+01 9.998300000000000409e+02 1.000199999999999917e-03 1.267700000000000077e-03 7.022699999999999776e-02 4.636299999999999978e-06 4.217100000000000293e+00 4.219599999999999795e+00 1.402400000000000091e+03 -2.996099999999999805e-03 1.791000000000000000e+03 5.610800000000000232e-01 1.000000000000000000e+00
2.831600000000000250e+02 1.000000000000000000e+01 9.996900000000000546e+02 1.000299999999999974e-03 4.206000000000000227e+01 4.212899999999999778e+01 1.512300000000000033e-01 4.190699999999999648e+00 4.195299999999999585e+00 1.447299999999999955e+03 -2.885400000000000204e-03 1.305500000000000000e+03 5.800499999999999545e-01 1.000000000000000000e+00
2.931600000000000250e+02 1.000000000000000000e+01 9.981900000000000546e+02 1.001799999999999956e-03 8.395000000000000284e+01 8.401900000000000546e+01 2.966099999999999848e-01 4.156799999999999606e+00 4.184099999999999930e+00 1.482299999999999955e+03 -2.791300000000000031e-03 1.001399999999999977e+03 5.984599999999999920e-01 1.000000000000000000e+00
3.031600000000000250e+02 1.000000000000000000e+01 9.956299999999999955e+02 1.004399999999999911e-03 1.257699999999999960e+02 1.258299999999999983e+02 4.368699999999999806e-01 4.117300000000000182e+00 4.179899999999999949e+00 1.509099999999999909e+03 -2.707799999999999790e-03 7.971799999999999500e+02 6.155000000000000471e-01 1.000000000000000000e+00
2.731600000000000250e+02 2.000000000000000000e+01 9.998600000000000136e+02 1.000100000000000077e-03 2.544100000000000094e-03 1.404600000000000015e-01 9.295800000000000005e-06 4.216800000000000104e+00 4.219199999999999839e+00 1.402500000000000000e+03 -2.995999999999999965e-03 1.790799999999999955e+03 5.611099999999999977e-01 1.000000000000000000e+00
2.831600000000000250e+02 2.000000000000000000e+01 9.997200000000000273e+02 1.000299999999999974e-03 4.205899999999999750e+01 4.219700000000000273e+01 1.512199999999999933e-01 4.190400000000000347e+00 4.195000000000000284e+00 1.447400000000000091e+03 -2.885400000000000204e-03 1.305500000000000000e+03 5.800800000000000400e-01 1.000000000000000000e+00
2.931600000000000250e+02 2.000000000000000000e+01 9.982200000000000273e+02 1.001799999999999956e-03 8.394499999999999318e+01 8.408400000000000318e+01 2.965999999999999748e-01 4.156500000000000306e+00 4.183900000000000396e+00 1.482400000000000091e+03 -2.791200000000000191e-03 1.001299999999999955e+03 5.985000000000000320e-01 1.000000000000000000e+00
3.031600000000000250e+02 2.000000000000000000e+01 9.956599999999999682e+02 1.004399999999999911e-03 1.257600000000000051e+02 1.259000000000000057e+02 4.368500000000000161e-01 4.117099999999999760e+00 4.179700000000000415e+00 1.509200000000000045e+03 -2.707799999999999790e-03 7.971699999999999591e+02 6.155300000000000216e-01 1.000000000000000000e+00
2.731600000000000250e+02 3.000000000000000000e+01 9.998999999999999773e+02 1.000100000000000077e-03 3.817899999999999940e-03 2.106800000000000062e-01 1.393700000000000056e-05 4.216499999999999915e+00 4.218899999999999650e+00 1.402599999999999909e+03 -2.995999999999999965e-03 1.790599999999999909e+03 5.611500000000000377e-01 1.000000000000000000e+00
2.831600000000000250e+02 3.000000000000000000e+01 9.997500000000000000e+02 1.000199999999999917e-03 4.205700000000000216e+01 4.226400000000000290e+01 1.512199999999999933e-01 4.190100000000000158e+00 4.194700000000000095e+00 1.447500000000000000e+03 -2.885299999999999931e-03 1.305400000000000091e+03 5.801199999999999690e-01 1.000000000000000000e+00
