2.931600000000000250e+02 3.000000000000000000e+01 9.982500000000000000e+02 1.001699999999999900e-03 8.394100000000000250e+01 8.414799999999999613e+01 2.965800000000000103e-01 4.156299999999999883e+00 4.183699999999999974e+00 1.482599999999999909e+03 -2.791200000000000191e-03 1.001299999999999955e+03 5.985300000000000065e-01 1.000000000000000000e+00
3.031600000000000250e+02 3.000000000000000000e+01 9.956900000000000546e+02 1.004300000000000071e-03 1.257500000000000000e+02 1.259599999999999937e+02 4.368299999999999961e-01 4.116799999999999571e+00 4.179499999999999993e+00 1.509400000000000091e+03 -2.707799999999999790e-03 7.971699999999999591e+02 6.155699999999999505e-01 1.000000000000000000e+00
2.731600000000000250e+02 4.000000000000000000e+01 9.999299999999999500e+02 1.000100000000000077e-03 5.088999999999999774e-03 2.808999999999999830e-01 1.855899999999999968e-05 4.216099999999999959e+00 4.218499999999999694e+00 1.402700000000000045e+03 -2.995900000000000125e-03 1.790500000000000000e+03 5.611899999999999666e-01 1.000000000000000000e+00
2.831600000000000250e+02 4.000000000000000000e+01 9.997799999999999727e+02 1.000199999999999917e-03 4.205499999999999972e+01 4.233100000000000307e+01 1.512100000000000111e-01 4.189799999999999969e+00 4.194499999999999673e+00 1.447599999999999909e+03 -2.885299999999999931e-03 1.305299999999999955e+03 5.801500000000000545e-01 1.000000000000000000e+00
2.931600000000000250e+02 4.000000000000000000e+01 9.982799999999999727e+02 1.001699999999999900e-03 8.393699999999999761e+01 8.421299999999999386e+01 2.965700000000000003e-01 4.155999999999999694e+00 4.183500000000000441e+00 1.482700000000000045e+03 -2.791200000000000191e-03 1.001299999999999955e+03 5.985599999999999810e-01 1.000000000000000000e+00
3.031600000000000250e+02 4.000000000000000000e+01 9.957200000000000273e+02 1.004300000000000071e-03 1.257500000000000000e+02 1.260199999999999960e+02 4.368099999999999761e-01 4.116600000000000037e+00 4.179299999999999571e+00 1.509500000000000000e+03 -2.707799999999999790e-03 7.971599999999999682e+02 6.156000000000000361e-01 1.000000000000000000e+00
2.731600000000000250e+02 5.000000000000000000e+01 9.999700000000000273e+02 1.000000000000000021e-03 6.357599999999999710e-03 3.511099999999999777e-01 2.316300000000000168e-05 4.215799999999999770e+00 4.218200000000000394e+00 1.402799999999999955e+03 -2.995799999999999852e-03 1.790299999999999955e+03 5.612300000000000066e-01 1.000000000000000000e+00
2.831600000000000250e+02 5.000000000000000000e+01 9.998200000000000500e+02 1.000199999999999917e-03 4.205299999999999727e+01 4.239800000000000324e+01 1.512000000000000011e-01 4.189600000000000435e+00 4.194200000000000372e+00 1.447700000000000045e+03 -2.885200000000000091e-03 1.305200000000000045e+03 5.801800000000000290e-01 1.000000000000000000e+00
2.931600000000000250e+02 5.000000000000000000e+01 9.983200000000000500e+02 1.001699999999999900e-03 8.393300000000000693e+01 8.427800000000000580e+01 2.965599999999999903e-01 4.155800000000000161e+00 4.183300000000000018e+00 1.482799999999999955e+03 -2.791099999999999918e-03 1.001299999999999955e+03 5.985899999999999554e-01 1.000000000000000000e+00
3.031600000000000250e+02 5.000000000000000000e+01 9.957500000000000000e+02 1.004300000000000071e-03 1.257399999999999949e+02 1.260900000000000034e+02 4.367900000000000116e-01 4.116399999999999615e+00 4.179199999999999804e+00 1.509599999999999909e+03 -2.707799999999999790e-03 7.971499999999999773e+02 6.156300000000000106e-01 1.000000000000000000e+00
2.731600000000000250e+02 6.000000000000000000e+01 1.000000000000000000e+03 1.000000000000000021e-03 7.623500000000000068e-03 4.213100000000000178e-01 2.774900000000000147e-05 4.215499999999999581e+00 4.217900000000000205e+00 1.402900000000000091e+03 -2.995700000000000012e-03 1.790099999999999909e+03 5.612700000000000466e-01 1.000000000000000000e+00
2.831600000000000250e+02 6.000000000000000000e+01 9.998500000000000227e+02 1.000100000000000077e-03 4.205199999999999960e+01 4.246500000000000341e+01 1.512000000000000011e-01 4.189300000000000246e+00 4.193999999999999950e+00 1.447799999999999955e+03 -2.885200000000000091e-03 1.305200000000000045e+03 5.802199999999999580e-01 1.000000000000000000e+00
2.931600000000000250e+02 6.000000000000000000e+01 9.983500000000000227e+02 1.001699999999999900e-03 8.392900000000000205e+01 8.434300000000000352e+01 2.965400000000000258e-01 4.155499999999999972e+00 4.183099999999999596e+00 1.482900000000000091e+03 -2.791099999999999918e-03 1.001200000000000045e+03 5.986200000000000410e-01 1.000000000000000000e+00
3.031600000000000250e+02 6.000000000000000000e+01 9.957899999999999636e+02 1.004200000000000014e-03 1.257300000000000040e+02 1.261500000000000057e+02 4.367699999999999916e-01 4.116200000000000081e+00 4.179000000000000270e+00 1.509700000000000045e+03 -2.707699999999999951e-03 7.971499999999999773e+02 6.156599999999999850e-01 1.000000000000000000e+00
2.731600000000000250e+02 7.000000000000000000e+01 1.000000000000000000e+03 9.999600000000000415e-04 8.886800000000000255e-03 4.914999999999999925e-01 3.231600000000000027e-05 4.215200000000000280e+00 4.217500000000000249e+00 1.403000000000000000e+03 -2.995700000000000012e-03 1.790000000000000000e+03 5.613000000000000211e-01 1.000000000000000000e+00
2.831600000000000250e+02 7.000000000000000000e+01 9.998799999999999955e+02 1.000100000000000077e-03 4.204999999999999716e+01 4.253300000000000125e+01 1.511899999999999911e-01 4.189000000000000057e+00 4.193699999999999761e+00 1.447900000000000091e+03 -2.885099999999999817e-03 1.305099999999999909e+03 5.802500000000000435e-01 1.000000000000000000e+00
2.931600000000000250e+02 7.000000000000000000e+01 9.983799999999999955e+02 1.001600000000000060e-03 8.392400000000000659e+01 8.440800000000000125e+01 2.965300000000000158e-01 4.155300000000000438e+00 4.182900000000000063e+00 1.483000000000000000e+03 -2.791099999999999918e-03 1.001200000000000045e+03 5.986500000000000155e-01 1.000000000000000000e+00
3.031600000000000250e+02 7.000000000000000000e+01 9.958200000000000500e+02 1.004200000000000014e-03 1.257300000000000040e+02 1.262099999999999937e+02 4.367500000000000271e-01 4.115999999999999659e+00 4.178799999999999848e+00 1.509799999999999955e+03 -2.707699999999999951e-03 7.971399999999999864e+02 6.156899999999999595e-01 1.000000000000000000e+00
2.731600000000000250e+02 8.000000000000000000e+01 1.000100000000000023e+03 9.999300000000000029e-04 1.014699999999999977e-02 5.616900000000000226e-01 3.686500000000000025e-05 4.214800000000000324e+00 4.217200000000000060e+00 1.403200000000000045e+03 -2.995600000000000172e-03 1.789799999999999955e+03 5.613399999999999501e-01 1.000000000000000000e+00
2.831600000000000250e+02 8.000000000000000000e+01 9.999199999999999591e+02 1.000100000000000077e-03 4.204800000000000182e+01 4.260000000000000142e+01 1.511899999999999911e-01 4.188699999999999868e+00 4.193399999999999572e+00 1.448000000000000000e+03 -2.884999999999999978e-03 1.305000000000000000e+03 5.802800000000000180e-01 1.000000000000000000e+00
2.931600000000000250e+02 8.000000000000000000e+01 9.984099999999999682e+02 1.001600000000000060e-03 8.392000000000000171e+01 8.447299999999999898e+01 2.965099999999999958e-01 4.155000000000000249e+00 4.182599999999999874e+00 1.483099999999999909e+03 -2.791000000000000078e-03 1.001200000000000045e+03 5.986900000000000555e-01 1.000000000000000000e+00
3.031600000000000250e+02 8.000000000000000000e+01 9.958500000000000227e+02 1.004200000000000014e-03 1.257199999999999989e+02 1.262699999999999960e+02 4.367300000000000071e-01 4.115800000000000125e+00 4.178600000000000314e+00 1.509900000000000091e+03 -2.707699999999999951e-03 7.971299999999999955e+02 6.157200000000000450e-01 1.000000000000000000e+00
2.731600000000000250e+02 9.000000000000000000e+01 1.000100000000000023e+03 9.998900000000000236e-04 1.140599999999999947e-02 6.318700000000000427e-01 4.139600000000000143e-05 4.214500000000000135e+00 4.216800000000000104e+00 1.403299999999999955e+03 -2.995499999999999899e-03 1.789599999999999909e+03 5.613799999999999901e-01 1.000000000000000000e+00
2.831600000000000250e+02 9.000000000000000000e+01 9.999500000000000455e+02 1.000100000000000077e-03 4.204699999999999704e+01 4.266700000000000159e+01 1.511800000000000088e-01 4.188399999999999679e+00 4.193200000000000038e+00 1.448200000000000045e+03 -2.884999999999999978e-03 1.304900000000000091e+03 5.803199999999999470e-01 1.000000000000000000e+00
2.931600000000000250e+02 9.000000000000000000e+01 9.984400000000000546e+02 1.001600000000000060e-03 8.391599999999999682e+01 8.453799999999999670e+01 2.964999999999999858e-01 4.154799999999999827e+00 4.182400000000000340e+00 1.483200000000000045e+03 -2.791000000000000078e-03 1.001100000000000023e+03 5.987200000000000299e-01 1.000000000000000000e+00
3.031600000000000250e+02 9.000000000000000000e+01 9.958799999999999955e+02 1.004099999999999958e-03 1.257099999999999937e+02 1.263400000000000034e+02 4.366999999999999771e-01 4.115499999999999936e+00 4.178399999999999892e+00 1.510099999999999909e+03 -2.707699999999999951e-03 7.971299999999999955e+02 6.157500000000000195e-01 1.000000000000000000e+00
2.731600000000000250e+02 1.000000000000000000e+02 1.000100000000000023e+03 9.998599999999999849e-04 1.266100000000000038e-02 7.020399999999999974e-01 4.590800000000000159e-05 4.214199999999999946e+00 4.216499999999999915e+00 1.403400000000000091e+03 -2.995400000000000059e-03 1.789400000000000091e+03 5.614200000000000301e-01 1.000000000000000000e+00
2.831600000000000250e+02 1.000000000000000000e+02 9.999800000000000182e+02 1.000000000000000021e-03 4.204500000000000171e+01 4.273400000000000176e+01 1.511699999999999988e-01 4.188200000000000145e+00 4.192899999999999849e+00 1.448299999999999955e+03 -2.884900000000000138e-03 1.304900000000000091e+03 5.803500000000000325e-01 1.000000000000000000e+00
2.931600000000000250e+02 1.000000000000000000e+02 9.984700000000000273e+02 1.001500000000000003e-03 8.391200000000000614e+01 8.460200000000000387e+01 2.964800000000000213e-01 4.154499999999999638e+00 4.182199999999999918e+00 1.483400000000000091e+03 -2.791000000000000078e-03 1.001100000000000023e+03 5.987500000000000044e-01 1.000000000000000000e+00
3.031600000000000250e+02 1.000000000000000000e+02 9.959099999999999682e+02 1.004099999999999958e-03 1.257099999999999937e+02 1.264000000000000057e+02 4.366800000000000126e-01 4.115300000000000402e+00 4.178200000000000358e+00 1.510200000000000045e+03 -2.707699999999999951e-03 7.971200000000000045e+02 6.157799999999999940e-01 1.000000000000000000e+00
