Temperature (K)	Pressure (psia)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (F/psia)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
412.69	600.00	19.605	0.051006	15.273	18.658	87.968	33.256	43.068	519.88	0.023505	15.083	0.054320	vapor
413.69	600.00	19.553	0.051142	15.307	18.701	88.072	33.312	43.114	520.48	0.023358	15.110	0.054489	vapor
414.69	600.00	19.502	0.051278	15.341	18.744	88.176	33.368	43.160	521.07	0.023211	15.136	0.054659	vapor
415.69	600.00	19.450	0.051414	15.375	18.787	88.280	33.423	43.206	521.66	0.023066	15.162	0.054829	vapor
416.69	600.00	19.399	0.051549	15.409	18.830	88.384	33.479	43.253	522.25	0.022922	15.189	0.054999	vapor
417.69	600.00	19.348	0.051685	15.443	18.874	88.488	33.535	43.300	522.84	0.022778	15.215	0.055170	vapor
418.69	600.00	19.297	0.051821	15.478	18.917	88.592	33.591	43.347	523.43	0.022636	15.242	0.055341	vapor
419.69	600.00	19.247	0.051956	15.512	18.960	88.695	33.647	43.394	524.02	0.022495	15.268	0.055512	vapor
420.69	600.00	19.197	0.052092	15.547	19.004	88.798	33.703	43.441	524.61	0.022355	15.295	0.055683	vapor
421.69	600.00	19.147	0.052227	15.581	19.047	88.902	33.759	43.489	525.19	0.022215	15.321	0.055855	vapor
422.69	600.00	19.098	0.052362	15.616	19.091	89.005	33.816	43.537	525.78	0.022077	15.347	0.056027	vapor
423.69	600.00	19.048	0.052498	15.650	19.134	89.108	33.872	43.584	526.36	0.021940	15.374	0.056200	vapor
424.69	600.00	19.000	0.052633	15.685	19.178	89.210	33.928	43.633	526.94	0.021803	15.400	0.056373	vapor
425.69	600.00	18.951	0.052768	15.719	19.222	89.313	33.985	43.681	527.52	0.021668	15.426	0.056546	vapor
426.69	600.00	18.902	0.052903	15.754	19.265	89.416	34.042	43.729	528.10	0.021533	15.452	0.056719	vapor
427.69	600.00	18.854	0.053038	15.789	19.309	89.518	34.098	43.777	528.68	0.021400	15.479	0.056893	vapor
428.69	600.00	18.807	0.053173	15.824	19.353	89.620	34.155	43.826	529.26	0.021267	15.505	0.057067	vapor
429.69	600.00	18.759	0.053308	15.859	19.397	89.723	34.212	43.875	529.83	0.021136	15.531	0.057241	vapor
430.69	600.00	18.712	0.053443	15.894	19.441	89.825	34.269	43.924	530.41	0.021005	15.557	0.057415	vapor
431.69	600.00	18.664	0.053578	15.929	19.484	89.927	34.326	43.973	530.98	0.020875	15.583	0.057590	vapor
432.69	600.00	18.618	0.053712	15.964	19.528	90.028	34.383	44.022	531.55	0.020746	15.609	0.057765	vapor
433.69	600.00	18.571	0.053847	15.999	19.573	90.130	34.440	44.072	532.12	0.020618	15.636	0.057941	vapor
434.69	600.00	18.525	0.053982	16.034	19.617	90.232	34.497	44.121	532.69	0.020491	15.662	0.058116	vapor
435.69	600.00	18.479	0.054116	16.069	19.661	90.333	34.555	44.171	533.26	0.020365	15.688	0.058292	vapor
436.69	600.00	18.433	0.054251	16.105	19.705	90.434	34.612	44.220	533.83	0.020239	15.714	0.058468	vapor
437.69	600.00	18.387	0.054385	16.140	19.749	90.536	34.669	44.270	534.40	0.020115	15.740	0.058645	vapor
438.69	600.00	18.342	0.054520	16.175	19.794	90.637	34.727	44.320	534.96	0.019991	15.766	0.058822	vapor
439.69	600.00	18.297	0.054654	16.211	19.838	90.738	34.784	44.371	535.53	0.019868	15.792	0.058999	vapor
440.69	600.00	18.252	0.054789	16.246	19.882	90.838	34.842	44.421	536.09	0.019746	15.818	0.059176	vapor
441.69	600.00	18.207	0.054923	16.282	19.927	90.939	34.900	44.471	536.65	0.019625	15.844	0.059354	vapor
442.69	600.00	18.163	0.055057	16.317	19.971	91.040	34.957	44.522	537.22	0.019505	15.870	0.059532	vapor
443.69	600.00	18.119	0.055191	16.353	20.016	91.140	35.015	44.573	537.78	0.019385	15.895	0.059710	vapor
444.69	600.00	18.075	0.055326	16.389	20.060	91.241	35.073	44.623	538.34	0.019266	15.921	0.059888	vapor
445.69	600.00	18.031	0.055460	16.424	20.105	91.341	35.131	44.674	538.89	0.019148	15.947	0.060067	vapor
446.69	600.00	17.988	0.055594	16.460	20.150	91.441	35.189	44.725	539.45	0.019031	15.973	0.060246	vapor
447.69	600.00	17.944	0.055728	16.496	20.194	91.541	35.247	44.776	540.01	0.018915	15.999	0.060425	vapor
448.69	600.00	17.901	0.055862	16.532	20.239	91.641	35.305	44.828	540.56	0.018800	16.025	0.060605	vapor
449.69	600.00	17.859	0.055996	16.568	20.284	91.741	35.363	44.879	541.12	0.018685	16.050	0.060785	vapor
450.69	600.00	17.816	0.056129	16.604	20.329	91.841	35.421	44.930	541.67	0.018571	16.076	0.060965	vapor
451.69	600.00	17.774	0.056263	16.640	20.374	91.940	35.480	44.982	542.22	0.018458	16.102	0.061145	vapor
452.69	600.00	17.731	0.056397	16.676	20.419	92.040	35.538	45.034	542.78	0.018345	16.128	0.061326	vapor
453.69	600.00	17.689	0.056531	16.712	20.464	92.139	35.596	45.085	543.33	0.018234	16.153	0.061507	vapor
454.69	600.00	17.648	0.056664	16.748	20.509	92.239	35.655	45.137	543.88	0.018123	16.179	0.061688	vapor
455.69	600.00	17.606	0.056798	16.785	20.554	92.338	35.713	45.189	544.42	0.018013	16.205	0.061869	vapor
456.69	600.00	17.565	0.056932	16.821	20.600	92.437	35.771	45.241	544.97	0.017903	16.230	0.062051	vapor
457.69	600.00	17.524	0.057065	16.858	20.645	92.536	35.830	45.294	545.52	0.017795	16.256	0.062233	vapor
458.69	600.00	17.483	0.057199	16.894	20.690	92.635	35.888	45.346	546.06	0.017687	16.281	0.062415	vapor
459.69	600.00	17.442	0.057332	16.931	20.735	92.734	35.947	45.398	546.61	0.017579	16.307	0.062597	vapor
460.69	600.00	17.402	0.057466	16.967	20.781	92.832	36.006	45.451	547.15	0.017473	16.332	0.062780	vapor
461.69	600.00	17.361	0.057599	17.004	20.826	92.931	36.064	45.503	547.70	0.017367	16.358	0.062963	vapor
462.69	600.00	17.321	0.057732	17.040	20.872	93.030	36.123	45.556	548.24	0.017262	16.383	0.063146	vapor
463.69	600.00	17.281	0.057866	17.077	20.917	93.128	36.182	45.609	548.78	0.017158	16.409	0.063329	vapor
464.69	600.00	17.242	0.057999	17.114	20.963	93.226	36.241	45.661	549.32	0.017054	16.434	0.063513	vapor
465.69	600.00	17.202	0.058132	17.151	21.009	93.325	36.299	45.714	549.86	0.016951	16.460	0.063697	vapor
466.69	600.00	17.163	0.058265	17.188	21.055	93.423	36.358	45.767	550.40	0.016849	16.485	0.063881	vapor
467.69	600.00	17.124	0.058398	17.225	21.100	93.521	36.417	45.820	550.94	0.016747	16.511	0.064065	vapor
468.69	600.00	17.085	0.058531	17.262	21.146	93.619	36.476	45.874	551.48	0.016646	16.536	0.064250	vapor
469.69	600.00	17.046	0.058664	17.299	21.192	93.716	36.535	45.927	552.01	0.016546	16.561	0.064435	vapor
470.69	600.00	17.008	0.058797	17.336	21.238	93.814	36.594	45.980	552.55	0.016446	16.587	0.064620	vapor
471.69	600.00	16.969	0.058930	17.373	21.284	93.912	36.653	46.033	553.08	0.016347	16.612	0.064805	vapor
472.69	600.00	16.931	0.059063	17.410	21.330	94.009	36.712	46.087	553.61	0.016249	16.637	0.064991	vapor
473.69	600.00	16.893	0.059196	17.448	21.376	94.107	36.771	46.140	554.15	0.016151	16.663	0.065177	vapor
474.69	600.00	16.855	0.059329	17.485	21.422	94.204	36.830	46.194	554.68	0.016054	16.688	0.065363	vapor
475.69	600.00	16.817	0.059462	17.522	21.469	94.301	36.889	46.248	555.21	0.015958	16.713	0.065549	vapor
476.69	600.00	16.780	0.059595	17.560	21.515	94.399	36.948	46.301	555.74	0.015862	16.738	0.065736	vapor
477.69	600.00	16.743	0.059727	17.597	21.561	94.496	37.008	46.355	556.27	0.015767	16.763	0.065922	vapor
478.69	600.00	16.706	0.059860	17.635	21.608	94.593	37.067	46.409	556.80	0.015672	16.789	0.066109	vapor
479.69	600.00	16.669	0.059993	17.673	21.654	94.690	37.126	46.463	557.33	0.015578	16.814	0.066297	vapor
480.69	600.00	16.632	0.060125	17.710	21.701	94.786	37.185	46.517	557.85	0.015485	16.839	0.066484	vapor
481.69	600.00	16.595	0.060258	17.748	21.747	94.883	37.245	46.571	558.38	0.015392	16.864	0.066672	vapor
482.69	600.00	16.559	0.060391	17.786	21.794	94.980	37.304	46.625	558.91	0.015300	16.889	0.066860	vapor
483.69	600.00	16.523	0.060523	17.824	21.840	95.076	37.363	46.679	559.43	0.015209	16.914	0.067048	vapor
484.69	600.00	16.487	0.060656	17.862	21.887	95.173	37.423	46.734	559.96	0.015118	16.939	0.067236	vapor
485.69	600.00	16.451	0.060788	17.899	21.934	95.269	37.482	46.788	560.48	0.015027	16.964	0.067425	vapor
486.69	600.00	16.415	0.060920	17.938	21.981	95.365	37.541	46.842	561.00	0.014938	16.989	0.067613	vapor
487.69	600.00	16.379	0.061053	17.976	22.027	95.462	37.601	46.897	561.52	0.014848	17.014	0.067802	vapor
488.69	600.00	16.344	0.061185	18.014	22.074	95.558	37.660	46.951	562.04	0.014760	17.039	0.067992	vapor
489.69	600.00	16.309	0.061317	18.052	22.121	95.654	37.719	47.006	562.56	0.014672	17.064	0.068181	vapor
490.69	600.00	16.273	0.061450	18.090	22.168	95.750	37.779	47.060	563.08	0.014584	17.089	0.068371	vapor
491.69	600.00	16.239	0.061582	18.128	22.215	95.846	37.838	47.115	563.60	0.014497	17.114	0.068561	vapor
492.69	600.00	16.204	0.061714	18.167	22.263	95.941	37.898	47.170	564.12	0.014411	17.139	0.068751	vapor
493.69	600.00	16.169	0.061846	18.205	22.310	96.037	37.957	47.225	564.64	0.014325	17.164	0.068941	vapor
494.69	600.00	16.135	0.061978	18.244	22.357	96.133	38.017	47.279	565.16	0.014240	17.189	0.069132	vapor
495.69	600.00	16.100	0.062111	18.282	22.404	96.228	38.076	47.334	565.67	0.014155	17.213	0.069322	vapor
496.69	600.00	16.066	0.062243	18.321	22.452	96.324	38.136	47.389	566.19	0.014071	17.238	0.069513	vapor
497.69	600.00	16.032	0.062375	18.360	22.499	96.419	38.195	47.444	566.70	0.013987	17.263	0.069705	vapor
498.69	600.00	15.998	0.062507	18.398	22.547	96.514	38.255	47.499	567.21	0.013904	17.288	0.069896	vapor
499.69	600.00	15.965	0.062639	18.437	22.594	96.610	38.315	47.554	567.73	0.013822	17.313	0.070088	vapor
500.69	600.00	15.931	0.062771	18.476	22.642	96.705	38.374	47.609	568.24	0.013740	17.337	0.070279	vapor
501.69	600.00	15.898	0.062902	18.515	22.689	96.800	38.434	47.664	568.75	0.013658	17.362	0.070471	vapor
502.69	600.00	15.864	0.063034	18.554	22.737	96.895	38.493	47.719	569.26	0.013577	17.387	0.070664	vapor
503.69	600.00	15.831	0.063166	18.593	22.785	96.990	38.553	47.775	569.77	0.013497	17.411	0.070856	vapor
504.69	600.00	15.798	0.063298	18.632	22.833	97.084	38.613	47.830	570.28	0.013417	17.436	0.071049	vapor
505.69	600.00	15.765	0.063430	18.671	22.880	97.179	38.672	47.885	570.79	0.013337	17.461	0.071242	vapor
506.69	600.00	15.733	0.063562	18.710	22.928	97.274	38.732	47.940	571.30	0.013258	17.485	0.071435	vapor
507.69	600.00	15.700	0.063693	18.749	22.976	97.368	38.791	47.996	571.81	0.013180	17.510	0.071628	vapor
508.69	600.00	15.668	0.063825	18.789	23.024	97.463	38.851	48.051	572.31	0.013102	17.534	0.071821	vapor
509.69	600.00	15.636	0.063957	18.828	23.072	97.557	38.911	48.107	572.82	0.013024	17.559	0.072015	vapor
510.69	600.00	15.603	0.064088	18.867	23.121	97.652	38.970	48.162	573.33	0.012947	17.584	0.072209	vapor
511.69	600.00	15.571	0.064220	18.907	23.169	97.746	39.030	48.217	573.83	0.012870	17.608	0.072403	vapor
512.69	600.00	15.540	0.064352	18.946	23.217	97.840	39.090	48.273	574.33	0.012794	17.633	0.072597	vapor
513.69	600.00	15.508	0.064483	18.986	23.265	97.934	39.149	48.329	574.84	0.012719	17.657	0.072791	vapor
514.69	600.00	15.476	0.064615	19.025	23.314	98.028	39.209	48.384	575.34	0.012644	17.682	0.072986	vapor
515.69	600.00	15.445	0.064746	19.065	23.362	98.122	39.269	48.440	575.84	0.012569	17.706	0.073181	vapor
516.69	600.00	15.414	0.064878	19.105	23.411	98.216	39.328	48.495	576.35	0.012495	17.730	0.073376	vapor
517.69	600.00	15.382	0.065009	19.145	23.459	98.310	39.388	48.551	576.85	0.012421	17.755	0.073571	vapor
518.69	600.00	15.351	0.065140	19.185	23.508	98.404	39.448	48.607	577.35	0.012348	17.779	0.073766	vapor
519.69	600.00	15.321	0.065272	19.224	23.556	98.497	39.507	48.662	577.85	0.012275	17.804	0.073962	vapor
520.69	600.00	15.290	0.065403	19.264	23.605	98.591	39.567	48.718	578.35	0.012202	17.828	0.074158	vapor
521.69	600.00	15.259	0.065534	19.304	23.654	98.684	39.626	48.774	578.84	0.012130	17.852	0.074353	vapor
522.69	600.00	15.229	0.065666	19.345	23.703	98.778	39.686	48.830	579.34	0.012059	17.877	0.074550	vapor
523.69	600.00	15.198	0.065797	19.385	23.751	98.871	39.746	48.886	579.84	0.011988	17.901	0.074746	vapor
524.69	600.00	15.168	0.065928	19.425	23.800	98.965	39.805	48.941	580.34	0.011917	17.925	0.074942	vapor
525.69	600.00	15.138	0.066060	19.465	23.849	99.058	39.865	48.997	580.83	0.011847	17.949	0.075139	vapor
526.69	600.00	15.108	0.066191	19.505	23.898	99.151	39.925	49.053	581.33	0.011777	17.974	0.075336	vapor
527.69	600.00	15.078	0.066322	19.546	23.947	99.244	39.984	49.109	581.82	0.011708	17.998	0.075533	vapor
528.69	600.00	15.048	0.066453	19.586	23.997	99.337	40.044	49.165	582.32	0.011639	18.022	0.075730	vapor
529.69	600.00	15.019	0.066584	19.627	24.046	99.430	40.104	49.221	582.81	0.011570	18.046	0.075928	vapor
530.69	600.00	14.989	0.066715	19.667	24.095	99.523	40.163	49.277	583.30	0.011502	18.070	0.076125	vapor
531.69	600.00	14.960	0.066846	19.708	24.144	99.616	40.223	49.333	583.80	0.011434	18.094	0.076323	vapor
532.69	600.00	14.930	0.066977	19.749	24.194	99.709	40.282	49.389	584.29	0.011367	18.119	0.076521	vapor
533.69	600.00	14.901	0.067108	19.789	24.243	99.801	40.342	49.445	584.78	0.011300	18.143	0.076719	vapor
534.69	600.00	14.872	0.067239	19.830	24.293	99.894	40.402	49.501	585.27	0.011234	18.167	0.076917	vapor
535.69	600.00	14.843	0.067370	19.871	24.342	99.986	40.461	49.557	585.76	0.011168	18.191	0.077116	vapor
536.69	600.00	14.815	0.067501	19.912	24.392	100.08	40.521	49.613	586.25	0.011102	18.215	0.077314	vapor
537.69	600.00	14.786	0.067632	19.953	24.441	100.17	40.580	49.669	586.74	0.011037	18.239	0.077513	vapor
538.69	600.00	14.757	0.067763	19.994	24.491	100.26	40.640	49.726	587.23	0.010972	18.263	0.077712	vapor
539.69	600.00	14.729	0.067894	20.035	24.541	100.36	40.699	49.782	587.72	0.010907	18.287	0.077911	vapor
540.69	600.00	14.701	0.068025	20.076	24.591	100.45	40.759	49.838	588.20	0.010843	18.311	0.078111	vapor
541.69	600.00	14.672	0.068156	20.117	24.640	100.54	40.818	49.894	588.69	0.010779	18.335	0.078310	vapor
542.69	600.00	14.644	0.068286	20.158	24.690	100.63	40.878	49.950	589.18	0.010716	18.359	0.078510	vapor
543.69	600.00	14.616	0.068417	20.200	24.740	100.72	40.937	50.006	589.66	0.010653	18.383	0.078710	vapor
544.69	600.00	14.588	0.068548	20.241	24.790	100.82	40.997	50.062	590.15	0.010590	18.406	0.078910	vapor
545.69	600.00	14.561	0.068679	20.282	24.840	100.91	41.056	50.119	590.63	0.010528	18.430	0.079110	vapor
546.69	600.00	14.533	0.068809	20.324	24.891	101.00	41.116	50.175	591.12	0.010466	18.454	0.079310	vapor
547.69	600.00	14.505	0.068940	20.365	24.941	101.09	41.175	50.231	591.60	0.010405	18.478	0.079511	vapor
548.69	600.00	14.478	0.069071	20.407	24.991	101.18	41.235	50.287	592.08	0.010344	18.502	0.079711	vapor
549.69	600.00	14.451	0.069201	20.449	25.041	101.27	41.294	50.344	592.56	0.010283	18.526	0.079912	vapor
550.69	600.00	14.423	0.069332	20.490	25.092	101.37	41.354	50.400	593.05	0.010222	18.549	0.080113	vapor
551.69	600.00	14.396	0.069462	20.532	25.142	101.46	41.413	50.456	593.53	0.010162	18.573	0.080314	vapor
552.69	600.00	14.369	0.069593	20.574	25.193	101.55	41.472	50.512	594.01	0.010103	18.597	0.080515	vapor
553.69	600.00	14.342	0.069724	20.616	25.243	101.64	41.532	50.568	594.49	0.010043	18.621	0.080717	vapor
554.69	600.00	14.316	0.069854	20.658	25.294	101.73	41.591	50.625	594.97	0.0099843	18.644	0.080919	vapor
555.69	600.00	14.289	0.069985	20.700	25.344	101.82	41.651	50.681	595.45	0.0099257	18.668	0.081120	vapor
556.69	600.00	14.262	0.070115	20.742	25.395	101.91	41.710	50.737	595.93	0.0098673	18.692	0.081322	vapor
557.69	600.00	14.236	0.070246	20.784	25.446	102.01	41.769	50.794	596.40	0.0098094	18.715	0.081524	vapor
558.69	600.00	14.209	0.070376	20.826	25.497	102.10	41.828	50.850	596.88	0.0097517	18.739	0.081727	vapor
559.69	600.00	14.183	0.070506	20.868	25.548	102.19	41.888	50.906	597.36	0.0096944	18.763	0.081929	vapor
560.69	600.00	14.157	0.070637	20.911	25.599	102.28	41.947	50.962	597.84	0.0096375	18.786	0.082132	vapor
561.69	600.00	14.131	0.070767	20.953	25.650	102.37	42.006	51.019	598.31	0.0095808	18.810	0.082334	vapor
562.69	600.00	14.105	0.070897	20.995	25.701	102.46	42.065	51.075	598.79	0.0095245	18.833	0.082537	vapor
563.69	600.00	14.079	0.071028	21.038	25.752	102.55	42.125	51.131	599.26	0.0094685	18.857	0.082740	vapor
564.69	600.00	14.053	0.071158	21.080	25.803	102.64	42.184	51.188	599.74	0.0094129	18.881	0.082943	vapor
565.69	600.00	14.028	0.071288	21.123	25.854	102.73	42.243	51.244	600.21	0.0093575	18.904	0.083147	vapor
566.69	600.00	14.002	0.071419	21.166	25.905	102.82	42.302	51.300	600.69	0.0093025	18.928	0.083350	vapor
567.69	600.00	13.976	0.071549	21.208	25.957	102.91	42.361	51.356	601.16	0.0092478	18.951	0.083554	vapor
568.69	600.00	13.951	0.071679	21.251	26.008	103.00	42.420	51.413	601.63	0.0091934	18.974	0.083758	vapor
569.69	600.00	13.926	0.071809	21.294	26.059	103.09	42.480	51.469	602.10	0.0091394	18.998	0.083962	vapor
570.69	600.00	13.901	0.071940	21.337	26.111	103.18	42.539	51.525	602.58	0.0090856	19.021	0.084166	vapor
571.69	600.00	13.875	0.072070	21.380	26.163	103.27	42.598	51.582	603.05	0.0090321	19.045	0.084370	vapor
572.69	600.00	13.850	0.072200	21.422	26.214	103.36	42.657	51.638	603.52	0.0089790	19.068	0.084574	vapor
573.69	600.00	13.826	0.072330	21.466	26.266	103.46	42.716	51.694	603.99	0.0089261	19.092	0.084779	vapor
574.69	600.00	13.801	0.072460	21.509	26.318	103.55	42.775	51.750	604.46	0.0088736	19.115	0.084983	vapor
575.69	600.00	13.776	0.072590	21.552	26.369	103.64	42.834	51.807	604.93	0.0088214	19.138	0.085188	vapor
576.69	600.00	13.751	0.072720	21.595	26.421	103.73	42.893	51.863	605.40	0.0087694	19.162	0.085393	vapor
577.69	600.00	13.727	0.072850	21.638	26.473	103.82	42.952	51.919	605.86	0.0087178	19.185	0.085598	vapor
578.69	600.00	13.702	0.072980	21.682	26.525	103.90	43.010	51.975	606.33	0.0086664	19.208	0.085803	vapor
579.69	600.00	13.678	0.073110	21.725	26.577	103.99	43.069	52.032	606.80	0.0086153	19.231	0.086009	vapor
580.69	600.00	13.654	0.073240	21.768	26.629	104.08	43.128	52.088	607.27	0.0085646	19.255	0.086214	vapor
581.69	600.00	13.629	0.073370	21.812	26.681	104.17	43.187	52.144	607.73	0.0085141	19.278	0.086420	vapor
582.69	600.00	13.605	0.073500	21.855	26.733	104.26	43.246	52.200	608.20	0.0084639	19.301	0.086626	vapor
583.69	600.00	13.581	0.073630	21.899	26.786	104.35	43.305	52.256	608.66	0.0084139	19.324	0.086832	vapor
584.69	600.00	13.557	0.073760	21.943	26.838	104.44	43.363	52.313	609.13	0.0083643	19.348	0.087038	vapor
585.69	600.00	13.534	0.073890	21.986	26.890	104.53	43.422	52.369	609.59	0.0083149	19.371	0.087244	vapor
586.69	600.00	13.510	0.074020	22.030	26.943	104.62	43.481	52.425	610.06	0.0082659	19.394	0.087450	vapor
587.69	600.00	13.486	0.074150	22.074	26.995	104.71	43.540	52.481	610.52	0.0082170	19.417	0.087657	vapor
588.69	600.00	13.463	0.074280	22.118	27.048	104.80	43.598	52.537	610.98	0.0081685	19.440	0.087863	vapor
589.69	600.00	13.439	0.074409	22.162	27.100	104.89	43.657	52.594	611.45	0.0081203	19.463	0.088070	vapor
590.69	600.00	13.416	0.074539	22.206	27.153	104.98	43.716	52.650	611.91	0.0080723	19.486	0.088277	vapor
591.69	600.00	13.392	0.074669	22.250	27.205	105.07	43.774	52.706	612.37	0.0080245	19.509	0.088484	vapor
592.69	600.00	13.369	0.074799	22.294	27.258	105.16	43.833	52.762	612.83	0.0079771	19.532	0.088691	vapor
593.69	600.00	13.346	0.074929	22.338	27.311	105.25	43.891	52.818	613.29	0.0079299	19.555	0.088898	vapor
594.69	600.00	13.323	0.075058	22.382	27.364	105.33	43.950	52.874	613.75	0.0078829	19.578	0.089106	vapor
595.69	600.00	13.300	0.075188	22.427	27.417	105.42	44.008	52.930	614.22	0.0078363	19.601	0.089313	vapor
596.69	600.00	13.277	0.075318	22.471	27.470	105.51	44.067	52.986	614.67	0.0077899	19.624	0.089521	vapor
597.69	600.00	13.254	0.075447	22.515	27.523	105.60	44.125	53.043	615.13	0.0077437	19.647	0.089729	vapor
598.69	600.00	13.232	0.075577	22.560	27.576	105.69	44.184	53.099	615.59	0.0076978	19.670	0.089937	vapor
599.69	600.00	13.209	0.075707	22.604	27.629	105.78	44.242	53.155	616.05	0.0076521	19.693	0.090145	vapor
