Temperature (K)	Pressure (psia)	Density (kg/m3)	Volume (m3/kg)	Internal Energy (kJ/mol)	Enthalpy (kJ/mol)	Entropy (J/mol*K)	Cv (J/mol*K)	Cp (J/mol*K)	Sound Spd. (m/s)	Joule-Thomson (F/psia)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Phase
113.69	400.00	421.91	0.0023702	0.069905	0.17477	0.65507	32.962	55.581	1343.4	-0.0052044	115.43	0.18402	liquid
114.69	400.00	420.47	0.0023783	0.12518	0.23041	1.1423	32.890	55.689	1333.6	-0.0051535	112.92	0.18264	liquid
115.69	400.00	419.02	0.0023865	0.18056	0.28615	1.6262	32.819	55.800	1323.9	-0.0051009	110.50	0.18125	liquid
116.69	400.00	417.57	0.0023948	0.23605	0.34201	2.1069	32.748	55.913	1314.0	-0.0050467	108.15	0.17987	liquid
117.69	400.00	416.10	0.0024033	0.29165	0.39798	2.5845	32.677	56.030	1304.2	-0.0049908	105.87	0.17848	liquid
118.69	400.00	414.63	0.0024118	0.34736	0.45407	3.0591	32.608	56.150	1294.3	-0.0049331	103.67	0.17708	liquid
119.69	400.00	413.14	0.0024205	0.40319	0.51028	3.5307	32.538	56.274	1284.3	-0.0048736	101.54	0.17569	liquid
120.69	400.00	411.65	0.0024292	0.45914	0.56662	3.9994	32.470	56.402	1274.4	-0.0048122	99.466	0.17429	liquid
121.69	400.00	410.15	0.0024381	0.51521	0.62309	4.4653	32.402	56.533	1264.3	-0.0047487	97.458	0.17289	liquid
122.69	400.00	408.64	0.0024471	0.57141	0.67969	4.9285	32.335	56.668	1254.3	-0.0046832	95.509	0.17148	liquid
123.69	400.00	407.12	0.0024563	0.62775	0.73642	5.3891	32.269	56.808	1244.2	-0.0046155	93.616	0.17008	liquid
124.69	400.00	405.59	0.0024656	0.68421	0.79330	5.8470	32.203	56.951	1234.0	-0.0045455	91.777	0.16867	liquid
125.69	400.00	404.04	0.0024750	0.74082	0.85033	6.3025	32.137	57.100	1223.8	-0.0044731	89.989	0.16726	liquid
126.69	400.00	402.49	0.0024845	0.79758	0.90750	6.7556	32.073	57.253	1213.6	-0.0043983	88.250	0.16586	liquid
127.69	400.00	400.92	0.0024942	0.85448	0.96484	7.2064	32.009	57.412	1203.3	-0.0043209	86.558	0.16444	liquid
128.69	400.00	399.35	0.0025041	0.91154	1.0223	7.6549	31.946	57.576	1193.0	-0.0042407	84.911	0.16303	liquid
129.69	400.00	397.76	0.0025141	0.96875	1.0800	8.1012	31.884	57.746	1182.6	-0.0041577	83.307	0.16162	liquid
130.69	400.00	396.15	0.0025243	1.0261	1.1378	8.5454	31.822	57.921	1172.1	-0.0040718	81.743	0.16020	liquid
131.69	400.00	394.54	0.0025346	1.0837	1.1958	8.9876	31.761	58.103	1161.6	-0.0039827	80.219	0.15879	liquid
132.69	400.00	392.91	0.0025451	1.1414	1.2540	9.4278	31.701	58.292	1151.1	-0.0038904	78.732	0.15737	liquid
133.69	400.00	391.27	0.0025558	1.1993	1.3124	9.8662	31.642	58.488	1140.5	-0.0037946	77.282	0.15595	liquid
134.69	400.00	389.61	0.0025667	1.2574	1.3710	10.303	31.583	58.691	1129.8	-0.0036952	75.865	0.15454	liquid
135.69	400.00	387.94	0.0025777	1.3158	1.4298	10.738	31.526	58.901	1119.1	-0.0035921	74.482	0.15312	liquid
136.69	400.00	386.25	0.0025890	1.3743	1.4888	11.171	31.469	59.120	1108.3	-0.0034849	73.130	0.15170	liquid
137.69	400.00	384.54	0.0026005	1.4330	1.5480	11.603	31.413	59.348	1097.4	-0.0033736	71.809	0.15027	liquid
138.69	400.00	382.82	0.0026122	1.4919	1.6075	12.033	31.359	59.585	1086.5	-0.0032578	70.516	0.14885	liquid
139.69	400.00	381.08	0.0026241	1.5511	1.6672	12.462	31.305	59.832	1075.4	-0.0031374	69.251	0.14743	liquid
140.69	400.00	379.33	0.0026362	1.6105	1.7272	12.890	31.252	60.089	1064.4	-0.0030121	68.012	0.14600	liquid
141.69	400.00	377.55	0.0026486	1.6702	1.7874	13.316	31.200	60.358	1053.2	-0.0028816	66.799	0.14458	liquid
142.69	400.00	375.76	0.0026613	1.7302	1.8479	13.742	31.149	60.638	1041.9	-0.0027455	65.609	0.14315	liquid
143.69	400.00	373.94	0.0026742	1.7904	1.9087	14.166	31.100	60.931	1030.6	-0.0026036	64.443	0.14172	liquid
144.69	400.00	372.10	0.0026874	1.8509	1.9698	14.590	31.051	61.237	1019.2	-0.0024556	63.300	0.14029	liquid
145.69	400.00	370.24	0.0027009	1.9117	2.0312	15.013	31.004	61.558	1007.6	-0.0023010	62.177	0.13886	liquid
146.69	400.00	368.36	0.0027148	1.9728	2.0929	15.435	30.958	61.894	996.02	-0.0021393	61.074	0.13742	liquid
147.69	400.00	366.45	0.0027289	2.0342	2.1550	15.856	30.914	62.246	984.30	-0.0019703	59.991	0.13599	liquid
148.69	400.00	364.51	0.0027434	2.0960	2.2174	16.278	30.871	62.617	972.47	-0.0017933	58.926	0.13455	liquid
149.69	400.00	362.55	0.0027582	2.1582	2.2802	16.699	30.829	63.006	960.52	-0.0016078	57.878	0.13310	liquid
150.69	400.00	360.56	0.0027734	2.2207	2.3434	17.120	30.789	63.416	948.45	-0.0014132	56.847	0.13166	liquid
151.69	400.00	358.54	0.0027891	2.2836	2.4070	17.540	30.750	63.849	936.26	-0.0012088	55.831	0.13021	liquid
152.69	400.00	356.49	0.0028051	2.3470	2.4711	17.961	30.713	64.305	923.93	-0.00099403	54.830	0.12875	liquid
153.69	400.00	354.41	0.0028216	2.4108	2.5357	18.383	30.678	64.789	911.47	-0.00076795	53.843	0.12730	liquid
154.69	400.00	352.29	0.0028386	2.4751	2.6007	18.805	30.645	65.300	898.85	-0.00052969	52.869	0.12583	liquid
155.69	400.00	350.13	0.0028561	2.5399	2.6663	19.227	30.614	65.844	886.08	-0.00027827	51.907	0.12436	liquid
156.69	400.00	347.94	0.0028741	2.6052	2.7324	19.650	30.585	66.422	873.13	-1.2557e-05	50.956	0.12289	liquid
157.69	400.00	345.70	0.0028927	2.6711	2.7991	20.075	30.559	67.038	860.01	0.00026869	50.016	0.12141	liquid
158.69	400.00	343.41	0.0029119	2.7376	2.8665	20.501	30.535	67.696	846.70	0.00056690	49.085	0.11992	liquid
159.69	400.00	341.08	0.0029319	2.8048	2.9345	20.928	30.514	68.401	833.19	0.00088366	48.163	0.11842	liquid
160.69	400.00	338.70	0.0029525	2.8727	3.0033	21.358	30.496	69.159	819.45	0.0012208	47.248	0.11691	liquid
161.69	400.00	336.26	0.0029739	2.9413	3.0729	21.789	30.481	69.975	805.48	0.0015805	46.340	0.11539	liquid
162.69	400.00	333.76	0.0029962	3.0107	3.1433	22.223	30.470	70.858	791.26	0.0019650	45.438	0.11386	liquid
163.69	400.00	331.20	0.0030194	3.0810	3.2146	22.660	30.463	71.815	776.75	0.0023773	44.539	0.11232	liquid
164.69	400.00	328.56	0.0030436	3.1523	3.2869	23.101	30.460	72.859	761.95	0.0028206	43.645	0.11076	liquid
165.69	400.00	325.85	0.0030689	3.2246	3.3604	23.545	30.463	74.002	746.81	0.0032989	42.752	0.10919	liquid
166.69	400.00	323.05	0.0030954	3.2980	3.4350	23.994	30.471	75.260	731.30	0.0038166	41.859	0.10760	liquid
167.69	400.00	320.17	0.0031234	3.3727	3.5109	24.448	30.485	76.654	715.39	0.0043795	40.965	0.10599	liquid
168.69	400.00	317.17	0.0031529	3.4488	3.5883	24.909	30.506	78.208	699.03	0.0049944	40.068	0.10435	liquid
169.69	400.00	314.06	0.0031841	3.5265	3.6674	25.376	30.537	79.955	682.15	0.0056695	39.166	0.10269	liquid
170.69	400.00	310.82	0.0032173	3.6060	3.7483	25.852	30.577	81.938	664.68	0.0064154	38.255	0.10100	liquid
171.69	400.00	307.42	0.0032528	3.6875	3.8314	26.337	30.629	84.213	646.54	0.0072455	37.334	0.099275	liquid
172.69	400.00	303.85	0.0032911	3.7713	3.9169	26.833	30.696	86.860	627.62	0.0081773	36.398	0.097509	liquid
173.69	400.00	300.08	0.0033325	3.8578	4.0053	27.343	30.782	89.988	607.76	0.0092342	35.442	0.095696	liquid
174.69	400.00	296.06	0.0033777	3.9476	4.0971	27.871	30.891	93.763	586.78	0.010448	34.460	0.093827	liquid
174.80	400.00	295.59	0.0033830	3.9578	4.1075	27.930	30.904	94.230	584.38	0.010594	34.349	0.093616	liquid
174.80	400.00	48.134	0.020775	7.8221	8.7413	54.438	32.560	87.413	272.20	0.17289	8.1387	0.028401	vapor
175.69	400.00	47.056	0.021251	7.8761	8.8164	54.867	31.919	81.757	275.63	0.17026	8.1399	0.028036	vapor
176.69	400.00	45.968	0.021754	7.9331	8.8956	55.317	31.334	76.794	279.19	0.16739	8.1453	0.027704	vapor
177.69	400.00	44.984	0.022230	7.9868	8.9703	55.738	30.857	72.848	282.49	0.16462	8.1540	0.027434	vapor
178.69	400.00	44.084	0.022684	8.0379	9.0415	56.138	30.460	69.626	285.59	0.16195	8.1654	0.027214	vapor
179.69	400.00	43.254	0.023119	8.0869	9.1098	56.519	30.124	66.937	288.52	0.15938	8.1789	0.027034	vapor
180.69	400.00	42.484	0.023538	8.1341	9.1755	56.884	29.836	64.654	291.30	0.15690	8.1942	0.026887	vapor
181.69	400.00	41.764	0.023944	8.1798	9.2392	57.235	29.587	62.686	293.97	0.15451	8.2111	0.026769	vapor
182.69	400.00	41.088	0.024338	8.2242	9.3010	57.574	29.368	60.970	296.53	0.15220	8.2293	0.026675	vapor
183.69	400.00	40.451	0.024721	8.2674	9.3612	57.903	29.174	59.457	299.00	0.14996	8.2487	0.026603	vapor
184.69	400.00	39.848	0.025095	8.3096	9.4199	58.222	29.000	58.110	301.38	0.14781	8.2690	0.026550	vapor
185.69	400.00	39.277	0.025460	8.3510	9.4774	58.532	28.844	56.903	303.70	0.14572	8.2902	0.026517	vapor
186.69	400.00	38.732	0.025818	8.3915	9.5338	58.835	28.702	55.813	305.94	0.14369	8.3122	0.026501	vapor
187.69	400.00	38.213	0.026169	8.4313	9.5891	59.131	28.572	54.822	308.13	0.14173	8.3348	0.026505	vapor
188.69	400.00	37.717	0.026513	8.4704	9.6435	59.419	28.453	53.917	310.26	0.13983	8.3581	0.026530	vapor
189.69	400.00	37.242	0.026851	8.5089	9.6970	59.702	28.342	53.087	312.33	0.13798	8.3820	0.026590	vapor
190.69	400.00	36.786	0.027184	8.5469	9.7497	59.979	28.240	52.322	314.36	0.13619	8.4064	0.026619	vapor
191.69	400.00	36.348	0.027512	8.5844	9.8016	60.251	28.145	51.613	316.35	0.13444	8.4312	0.026394	vapor
192.69	400.00	35.926	0.027835	8.6214	9.8529	60.518	28.056	50.956	318.29	0.13275	8.4565	0.026301	vapor
193.69	400.00	35.520	0.028154	8.6579	9.9035	60.780	27.973	50.344	320.20	0.13109	8.4822	0.026249	vapor
194.69	400.00	35.127	0.028468	8.6941	9.9536	61.038	27.895	49.772	322.07	0.12948	8.5082	0.026222	vapor
195.69	400.00	34.748	0.028779	8.7298	10.003	61.291	27.822	49.237	323.91	0.12791	8.5345	0.026212	vapor
196.69	400.00	34.381	0.029085	8.7652	10.052	61.541	27.753	48.735	325.71	0.12638	8.5612	0.026214	vapor
197.69	400.00	34.026	0.029389	8.8003	10.101	61.787	27.687	48.262	327.49	0.12488	8.5881	0.026226	vapor
198.69	400.00	33.682	0.029689	8.8350	10.149	62.029	27.625	47.817	329.23	0.12342	8.6153	0.026247	vapor
199.69	400.00	33.349	0.029986	8.8695	10.196	62.268	27.567	47.397	330.95	0.12199	8.6428	0.026275	vapor
200.69	400.00	33.025	0.030280	8.9037	10.243	62.504	27.512	47.000	332.64	0.12059	8.6704	0.026309	vapor
201.69	400.00	32.710	0.030572	8.9376	10.290	62.737	27.460	46.624	334.30	0.11923	8.6983	0.026348	vapor
202.69	400.00	32.404	0.030860	8.9713	10.337	62.966	27.410	46.268	335.94	0.11789	8.7263	0.026391	vapor
203.69	400.00	32.106	0.031146	9.0047	10.383	63.193	27.363	45.930	337.56	0.11659	8.7546	0.026439	vapor
204.69	400.00	31.816	0.031430	9.0379	10.429	63.417	27.318	45.608	339.16	0.11531	8.7830	0.026491	vapor
205.69	400.00	31.534	0.031712	9.0709	10.474	63.639	27.276	45.302	340.73	0.11405	8.8116	0.026546	vapor
206.69	400.00	31.259	0.031991	9.1037	10.519	63.858	27.236	45.011	342.29	0.11283	8.8403	0.026604	vapor
207.69	400.00	30.990	0.032268	9.1363	10.564	64.075	27.198	44.733	343.82	0.11162	8.8692	0.026665	vapor
208.69	400.00	30.728	0.032543	9.1688	10.609	64.289	27.163	44.468	345.34	0.11044	8.8982	0.026729	vapor
209.69	400.00	30.473	0.032816	9.2010	10.653	64.501	27.129	44.216	346.83	0.10928	8.9273	0.026795	vapor
210.69	400.00	30.223	0.033088	9.2331	10.697	64.710	27.097	43.974	348.31	0.10815	8.9565	0.026863	vapor
211.69	400.00	29.979	0.033357	9.2650	10.741	64.918	27.066	43.743	349.77	0.10703	8.9858	0.026934	vapor
212.69	400.00	29.740	0.033625	9.2968	10.785	65.124	27.038	43.521	351.22	0.10594	9.0153	0.027006	vapor
213.69	400.00	29.506	0.033891	9.3285	10.828	65.327	27.011	43.310	352.65	0.10486	9.0448	0.027080	vapor
214.69	400.00	29.278	0.034156	9.3600	10.871	65.529	26.985	43.107	354.06	0.10381	9.0744	0.027156	vapor
215.69	400.00	29.054	0.034419	9.3913	10.914	65.729	26.962	42.912	355.46	0.10277	9.1041	0.027234	vapor
216.69	400.00	28.835	0.034680	9.4226	10.957	65.927	26.939	42.725	356.85	0.10176	9.1339	0.027313	vapor
217.69	400.00	28.620	0.034940	9.4537	11.000	66.123	26.918	42.546	358.22	0.10075	9.1638	0.027393	vapor
218.69	400.00	28.410	0.035199	9.4847	11.042	66.318	26.898	42.374	359.58	0.099771	9.1937	0.027475	vapor
219.69	400.00	28.204	0.035456	9.5156	11.084	66.511	26.880	42.209	360.92	0.098804	9.2237	0.027558	vapor
220.69	400.00	28.001	0.035713	9.5464	11.127	66.702	26.863	42.051	362.25	0.097853	9.2538	0.027642	vapor
221.69	400.00	27.803	0.035967	9.5771	11.168	66.892	26.847	41.898	363.57	0.096917	9.2839	0.027728	vapor
222.69	400.00	27.608	0.036221	9.6077	11.210	67.080	26.833	41.752	364.87	0.095996	9.3141	0.027815	vapor
223.69	400.00	27.417	0.036474	9.6382	11.252	67.267	26.819	41.611	366.17	0.095091	9.3443	0.027902	vapor
224.69	400.00	27.230	0.036725	9.6687	11.294	67.452	26.807	41.475	367.45	0.094199	9.3745	0.027991	vapor
225.69	400.00	27.045	0.036975	9.6990	11.335	67.636	26.796	41.345	368.72	0.093321	9.4049	0.028081	vapor
226.69	400.00	26.864	0.037224	9.7293	11.376	67.819	26.786	41.219	369.98	0.092457	9.4352	0.028172	vapor
227.69	400.00	26.686	0.037472	9.7594	11.417	68.000	26.777	41.098	371.23	0.091607	9.4656	0.028263	vapor
228.69	400.00	26.511	0.037720	9.7895	11.458	68.180	26.769	40.982	372.46	0.090769	9.4960	0.028356	vapor
229.69	400.00	26.340	0.037966	9.8196	11.499	68.358	26.762	40.870	373.69	0.089943	9.5265	0.028449	vapor
230.69	400.00	26.171	0.038211	9.8495	11.540	68.536	26.756	40.762	374.91	0.089130	9.5570	0.028544	vapor
231.69	400.00	26.004	0.038455	9.8794	11.581	68.712	26.750	40.658	376.12	0.088328	9.5875	0.028639	vapor
232.69	400.00	25.841	0.038699	9.9093	11.621	68.887	26.746	40.558	377.31	0.087539	9.6181	0.028735	vapor
233.69	400.00	25.680	0.038941	9.9391	11.662	69.060	26.743	40.462	378.50	0.086760	9.6486	0.028831	vapor
234.69	400.00	25.521	0.039183	9.9688	11.702	69.233	26.740	40.369	379.68	0.085993	9.6792	0.028929	vapor
235.69	400.00	25.366	0.039424	9.9985	11.743	69.404	26.739	40.280	380.85	0.085236	9.7099	0.029027	vapor
236.69	400.00	25.212	0.039664	10.028	11.783	69.575	26.738	40.194	382.01	0.084490	9.7405	0.029126	vapor
237.69	400.00	25.061	0.039903	10.058	11.823	69.744	26.738	40.111	383.16	0.083754	9.7712	0.029225	vapor
238.69	400.00	24.912	0.040141	10.087	11.863	69.912	26.739	40.031	384.31	0.083028	9.8018	0.029325	vapor
239.69	400.00	24.765	0.040379	10.117	11.903	70.079	26.740	39.954	385.44	0.082312	9.8325	0.029426	vapor
240.69	400.00	24.621	0.040616	10.146	11.943	70.245	26.743	39.880	386.57	0.081605	9.8632	0.029528	vapor
241.69	400.00	24.478	0.040852	10.175	11.983	70.411	26.746	39.808	387.69	0.080908	9.8939	0.029630	vapor
242.69	400.00	24.338	0.041088	10.205	12.023	70.575	26.750	39.740	388.80	0.080220	9.9247	0.029733	vapor
243.69	400.00	24.200	0.041323	10.234	12.062	70.738	26.754	39.674	389.90	0.079541	9.9554	0.029836	vapor
244.69	400.00	24.063	0.041557	10.263	12.102	70.901	26.760	39.610	391.00	0.078871	9.9861	0.029940	vapor
245.69	400.00	23.929	0.041791	10.293	12.142	71.062	26.766	39.549	392.09	0.078209	10.017	0.030044	vapor
246.69	400.00	23.796	0.042024	10.322	12.181	71.222	26.772	39.490	393.17	0.077556	10.048	0.030150	vapor
247.69	400.00	23.665	0.042256	10.351	12.221	71.382	26.780	39.434	394.24	0.076910	10.078	0.030255	vapor
248.69	400.00	23.536	0.042488	10.380	12.260	71.541	26.788	39.379	395.31	0.076273	10.109	0.030361	vapor
249.69	400.00	23.409	0.042719	10.409	12.299	71.699	26.796	39.327	396.37	0.075644	10.140	0.030468	vapor
250.69	400.00	23.283	0.042950	10.438	12.339	71.856	26.806	39.277	397.42	0.075022	10.171	0.030576	vapor
251.69	400.00	23.159	0.043180	10.467	12.378	72.012	26.816	39.229	398.47	0.074408	10.201	0.030684	vapor
252.69	400.00	23.036	0.043410	10.497	12.417	72.168	26.826	39.183	399.51	0.073802	10.232	0.030792	vapor
253.69	400.00	22.916	0.043638	10.526	12.456	72.322	26.837	39.139	400.54	0.073202	10.263	0.030901	vapor
254.69	400.00	22.796	0.043867	10.555	12.495	72.476	26.849	39.096	401.57	0.072610	10.294	0.031010	vapor
255.69	400.00	22.678	0.044095	10.584	12.534	72.629	26.862	39.056	402.59	0.072024	10.325	0.031120	vapor
256.69	400.00	22.562	0.044322	10.613	12.574	72.782	26.875	39.017	403.60	0.071446	10.355	0.031231	vapor
257.69	400.00	22.447	0.044549	10.641	12.613	72.933	26.888	38.980	404.61	0.070874	10.386	0.031342	vapor
258.69	400.00	22.333	0.044776	10.670	12.651	73.084	26.902	38.944	405.61	0.070308	10.417	0.031453	vapor
259.69	400.00	22.221	0.045002	10.699	12.690	73.234	26.917	38.911	406.61	0.069750	10.447	0.031565	vapor
260.69	400.00	22.110	0.045227	10.728	12.729	73.384	26.932	38.878	407.60	0.069197	10.478	0.031678	vapor
261.69	400.00	22.001	0.045452	10.757	12.768	73.533	26.948	38.848	408.58	0.068651	10.509	0.031791	vapor
262.69	400.00	21.893	0.045677	10.786	12.807	73.681	26.964	38.819	409.56	0.068110	10.540	0.031904	vapor
263.69	400.00	21.786	0.045901	10.815	12.846	73.828	26.981	38.791	410.53	0.067576	10.570	0.032018	vapor
264.69	400.00	21.680	0.046125	10.844	12.885	73.975	26.998	38.765	411.50	0.067048	10.601	0.032133	vapor
265.69	400.00	21.576	0.046349	10.873	12.923	74.121	27.016	38.740	412.46	0.066525	10.632	0.032248	vapor
266.69	400.00	21.472	0.046571	10.902	12.962	74.267	27.034	38.716	413.42	0.066008	10.662	0.032363	vapor
267.69	400.00	21.370	0.046794	10.930	13.001	74.411	27.053	38.694	414.37	0.065496	10.693	0.032479	vapor
268.69	400.00	21.269	0.047016	10.959	13.039	74.556	27.073	38.673	415.32	0.064990	10.724	0.032595	vapor
269.69	400.00	21.169	0.047238	10.988	13.078	74.699	27.093	38.654	416.26	0.064490	10.754	0.032712	vapor
270.69	400.00	21.071	0.047459	11.017	13.117	74.842	27.113	38.636	417.20	0.063994	10.785	0.032829	vapor
271.69	400.00	20.973	0.047680	11.046	13.155	74.985	27.134	38.619	418.13	0.063504	10.816	0.032947	vapor
272.69	400.00	20.876	0.047901	11.075	13.194	75.127	27.155	38.603	419.05	0.063019	10.846	0.033065	vapor
273.69	400.00	20.781	0.048121	11.104	13.233	75.268	27.177	38.588	419.98	0.062539	10.877	0.033183	vapor
274.69	400.00	20.686	0.048341	11.132	13.271	75.409	27.199	38.575	420.89	0.062064	10.907	0.033303	vapor
275.69	400.00	20.593	0.048561	11.161	13.310	75.549	27.222	38.562	421.80	0.061594	10.938	0.033422	vapor
276.69	400.00	20.500	0.048780	11.190	13.348	75.688	27.245	38.551	422.71	0.061128	10.969	0.033542	vapor
277.69	400.00	20.409	0.048999	11.219	13.387	75.827	27.268	38.541	423.61	0.060668	10.999	0.033662	vapor
278.69	400.00	20.318	0.049218	11.248	13.425	75.966	27.293	38.532	424.51	0.060212	11.030	0.033783	vapor
279.69	400.00	20.228	0.049436	11.277	13.464	76.104	27.317	38.523	425.40	0.059760	11.060	0.033905	vapor
280.69	400.00	20.139	0.049654	11.306	13.502	76.241	27.342	38.516	426.29	0.059313	11.091	0.034026	vapor
281.69	400.00	20.052	0.049871	11.334	13.541	76.378	27.367	38.510	427.18	0.058870	11.121	0.034148	vapor
282.69	400.00	19.965	0.050089	11.363	13.579	76.515	27.393	38.505	428.06	0.058432	11.151	0.034271	vapor
283.69	400.00	19.878	0.050306	11.392	13.618	76.651	27.419	38.501	428.93	0.057998	11.182	0.034394	vapor
284.69	400.00	19.793	0.050522	11.421	13.656	76.786	27.446	38.498	429.81	0.057568	11.212	0.034518	vapor
285.69	400.00	19.709	0.050739	11.450	13.695	76.921	27.473	38.496	430.67	0.057143	11.243	0.034642	vapor
286.69	400.00	19.625	0.050955	11.479	13.733	77.056	27.500	38.494	431.54	0.056721	11.273	0.034766	vapor
287.69	400.00	19.542	0.051171	11.508	13.772	77.190	27.528	38.494	432.40	0.056304	11.303	0.034891	vapor
288.69	400.00	19.460	0.051386	11.537	13.810	77.323	27.557	38.494	433.25	0.055890	11.334	0.035016	vapor
289.69	400.00	19.379	0.051602	11.566	13.849	77.456	27.585	38.496	434.10	0.055481	11.364	0.035142	vapor
290.69	400.00	19.299	0.051817	11.595	13.887	77.589	27.614	38.498	434.95	0.055075	11.394	0.035268	vapor
291.69	400.00	19.219	0.052031	11.624	13.926	77.721	27.644	38.501	435.79	0.054673	11.425	0.035394	vapor
292.69	400.00	19.140	0.052246	11.653	13.964	77.853	27.673	38.505	436.63	0.054275	11.455	0.035521	vapor
293.69	400.00	19.062	0.052460	11.682	14.003	77.984	27.704	38.509	437.47	0.053881	11.485	0.035649	vapor
294.69	400.00	18.985	0.052674	11.711	14.041	78.115	27.734	38.515	438.30	0.053490	11.515	0.035776	vapor
295.69	400.00	18.908	0.052888	11.740	14.080	78.246	27.765	38.521	439.13	0.053103	11.546	0.035905	vapor
296.69	400.00	18.832	0.053101	11.769	14.118	78.376	27.797	38.528	439.96	0.052719	11.576	0.036033	vapor
297.69	400.00	18.757	0.053315	11.798	14.157	78.506	27.828	38.535	440.78	0.052339	11.606	0.036162	vapor
298.69	400.00	18.682	0.053528	11.827	14.196	78.635	27.860	38.544	441.59	0.051963	11.636	0.036292	vapor
299.69	400.00	18.608	0.053740	11.856	14.234	78.764	27.893	38.553	442.41	0.051589	11.666	0.036422	vapor
300.69	400.00	18.535	0.053953	11.886	14.273	78.892	27.926	38.563	443.22	0.051220	11.696	0.036552	vapor
301.69	400.00	18.462	0.054165	11.915	14.311	79.020	27.959	38.573	444.03	0.050853	11.726	0.036683	vapor
302.69	400.00	18.390	0.054377	11.944	14.350	79.148	27.992	38.585	444.83	0.050490	11.756	0.036814	vapor
303.69	400.00	18.319	0.054589	11.973	14.388	79.275	28.026	38.597	445.63	0.050130	11.786	0.036946	vapor
304.69	400.00	18.248	0.054801	12.002	14.427	79.402	28.060	38.609	446.43	0.049773	11.816	0.037078	vapor
305.69	400.00	18.178	0.055012	12.032	14.466	79.528	28.095	38.623	447.22	0.049420	11.846	0.037210	vapor
306.69	400.00	18.108	0.055223	12.061	14.504	79.655	28.129	38.637	448.01	0.049069	11.876	0.037343	vapor
307.69	400.00	18.039	0.055434	12.090	14.543	79.780	28.165	38.651	448.80	0.048722	11.906	0.037477	vapor
